,hour,demand,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,methanization,ocgt,ccgt,nuclear,h2_ccgt,phs,battery1,battery4,methanation,pyrogazification,electrolysis,natural_gas,coal,hydrogen,methane,geothermal,central_gas_boiler,central_wood_boiler,uiom,CTES,phs_in,battery1_in,battery4_in,hydrogen_in,methane_in,CTES_in,phs_charge,battery1_charge,battery4_charge,hydrogen_charge,methane_charge,CTES_charge,elec_demand,CH4_demand,H2_demand,heat_elec,heat_gas,electrolysis_elec,methanation_elec,carbon_content,carbon_content_heat,date,date_only
0,0,,25.67347295398483,13.236685712100002,30.9067884784,0.0,0.0,4.6323526326,0.0,3.388628231653721,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.972285165643488,0.0,0.0,0.0,4.791597203338357,0.0,7.064192412549811,0.0,0.0,0.0,0.0,0.0,0.0,6.406075119981387,0.0,0.0,93.3273484254301,1.411932558876265,0.0,32395.34354801762,128588.1225011395,0.0,89.73394332003048,1.1160330224422674,4.566210045662101,20.973589993187964,1.1160330224422674,13.715356457054359,0.0,0.0,0.0,2006-01-01 00:00:00,2006-01-01
1,1,,26.502976352498095,13.464,31.8857708856,0.0,0.0,4.3260973056,0.0,3.388628231653721,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88939059735372,5.726480110194595,0.0,0.0,0.0,0.0,7.871528688269789,0.0,0.0,0.0,0.0,0.0,0.0,8.323180551691621,0.0,0.0,93.3273484254301,1.411932558876265,0.0,32401.749623137603,128583.33090393616,0.0,89.06710629700112,1.2435796535785262,4.566210045662101,23.37057170669516,1.2435796535785262,16.11173824669215,0.0,0.0,0.0,2006-01-01 01:00:00,2006-01-01
2,2,,26.818324751932884,13.464,32.493574877600004,0.0,0.0,4.158523643400001,0.0,3.388628231653721,0.0,0.0,26.988365346719956,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,6.1939215636227125,0.0,8.275196826129777,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32410.072803689294,128583.33090393616,0.0,84.562963581265,1.3073529691466559,4.566210045662101,24.569062563448757,1.3073529691466559,19.35982503838785,0.0,0.0,0.0,2006-01-01 02:00:00,2006-01-01
3,3,,26.811469351945174,13.363457136300001,32.7108789172,0.0,0.0,3.9899868792000004,0.0,3.388628231653721,0.0,0.0,25.00544108211168,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,6.427642290336772,0.0,0.0,0.0,0.0,8.477030895059773,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32420.994453674342,128577.13698237254,0.0,82.521408328369,1.3392396269307207,4.566210045662101,25.168307991825557,1.3392396269307207,19.35982503838785,0.0,0.0,0.0,2006-01-01 03:00:00,2006-01-01
4,4,,26.51668715247352,13.0356,32.5397358192,0.0,0.0,3.7973734344000003,0.0,3.388628231653721,0.0,0.0,25.58364840120222,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,7.36252519719301,0.0,9.28436717077975,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32431.91610365939,128577.13698237254,0.0,82.11321976888789,1.46678625806698,4.566210045662101,27.565289705332752,1.46678625806698,19.35982503838785,0.0,0.0,0.0,2006-01-01 04:00:00,2006-01-01
5,5,,26.27674815290357,12.736157136300001,32.692574818,0.0,0.0,3.7261064945999998,0.0,3.388628231653721,0.0,0.0,25.915582449667085,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,8.297408104049248,0.0,0.0,0.0,0.0,10.09170344649973,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32442.83775364444,128569.77445717534,0.0,81.9873440130828,1.5943328892032387,4.566210045662101,29.962271418839943,1.5943328892032387,19.35982503838785,0.0,0.0,0.0,2006-01-01 05:00:00,2006-01-01
6,6,,26.1876279530633,12.5569285758,32.7911001436,0.0,0.0,3.6192060366,0.0,3.388628231653721,0.0,0.0,26.916156928879914,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,9.466011737619544,0.0,11.100873791149702,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32453.759403629487,128569.77445717534,0.0,82.71119459955537,1.7537661781235625,4.566210045662101,32.95849856072394,1.7537661781235625,19.35982503838785,0.0,0.0,0.0,2006-01-01 06:00:00,2006-01-01
7,7,,26.098507753223032,12.3689571363,32.878515130800004,0.3684250576145784,0.0,3.3524364425999997,0.0,3.388628231653721,0.0,0.0,28.97198995946677,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,10.167173917761723,0.0,11.706375997939686,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32464.681053614535,128560.30844543772,0.0,84.67900644161654,1.8494261514757573,4.566210045662101,34.75623484585434,1.8494261514757573,19.35982503838785,0.0,0.0,0.0,2006-01-01 07:00:00,2006-01-01
8,8,,25.879134953616216,12.3339857121,32.523254894,5.569690516572054,0.0,3.342805809,0.0,3.388628231653721,0.0,0.0,23.252221505843156,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,8.998570284191425,0.0,0.0,0.0,0.0,10.697205653289712,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32475.602703599583,128550.14127151997,0.0,83.54126835274357,1.689992862555433,4.566210045662101,31.760007703970345,1.689992862555433,19.35982503838785,0.0,0.0,0.0,2006-01-01 08:00:00,2006-01-01
9,9,,25.803725553751374,12.1788,31.0572144972,14.424043280043552,0.0,3.5479390968,0.0,3.388628231653721,0.0,0.0,18.9567915040604,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,8.063687377335187,0.0,9.889869377569733,0.0,0.0,0.0,1.1128110700690854,0.0,0.0,10.92164998504818,0.0,0.0,93.3273484254301,1.4119325588762648,0.0,32486.52435358463,128550.14127151997,0.0,85.49587782339839,1.5624462314191743,4.566210045662101,29.36302599046315,1.5624462314191743,19.35982503838785,0.0,0.0,0.0,2006-01-01 09:00:00,2006-01-01
10,10,,25.899701153579358,12.036728575800002,30.401007696799997,22.240602578628753,0.0,3.7097343402000003,0.0,3.388628231653721,0.0,0.0,11.706791504060401,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,7.128804470478951,0.0,0.0,0.0,0.0,9.082533101849755,0.0,0.0,0.0,0.0,0.0,0.0,10.92164998504818,0.0,0.0,94.32887838849227,1.4119325588762648,0.0,32497.44600356968,128542.07758414264,0.0,86.63474081068065,1.4348996002829149,4.566210045662101,26.966044276955955,1.4348996002829149,19.35982503838785,0.0,0.0,0.0,2006-01-01 10:00:00,2006-01-01
11,11,,26.11221855319846,12.0957428637,31.1771681724,25.460520158882062,0.0,3.7501831752,0.0,3.388628231653721,0.0,0.0,15.463749956014478,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,6.1939215636227125,0.0,8.275196826129777,0.0,0.0,0.0,7.462,0.0,0.0,10.92164998504818,0.0,0.0,94.32887838849227,1.4119325588762648,0.0,32508.367653554727,128542.07758414264,0.0,87.23775784100715,1.3073529691466559,4.566210045662101,24.569062563448757,1.3073529691466559,19.35982503838785,0.0,0.0,0.0,2006-01-01 11:00:00,2006-01-01
12,12,,26.28360355289128,12.2312571363,31.3229214056,24.569865980288448,0.0,3.8782711044,0.0,3.388628231653721,0.0,0.0,13.467273373052027,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,0.0,0.0,0.0,5.259038656766476,0.0,7.4678605504097995,0.0,0.0,0.0,3.989621347172772,0.0,0.0,10.92164998504818,0.0,0.0,101.04467838849227,1.4119325588762648,0.0,32519.289303539776,128535.88366257901,0.0,88.40374616697113,1.1798063380103967,4.566210045662101,22.17208084994156,1.1798063380103967,19.35982503838785,0.0,0.0,0.0,2006-01-01 12:00:00,2006-01-01
13,13,,26.393289952694687,12.3755142879,31.2190344928,19.039083635150746,0.0,3.9408705126,0.0,3.388628231653721,0.0,0.0,20.717273373052027,0.0,0.0,0.0,0.0,0.0,0.0,15.48786003071028,4.557876476624298,0.0,0.0,0.0,0.0,6.862358343619816,0.0,0.0,0.0,5.906094199018192,0.0,0.0,10.92164998504818,0.0,0.0,104.63533760094776,1.4119325588762648,0.0,32530.210953524824,128530.62462392225,0.0,88.41914701679141,1.0841463646582024,4.566210045662101,20.374344564811164,1.0841463646582024,19.35982503838785,0.0,0.0,0.0,2006-01-01 13:00:00,2006-01-01
