,Consumption Electricity (TWh),Consumption Natural gas (TWh),Consumption Oil fuel (TWh),Consumption Wood fuel (TWh)
2019,39.90434532519718,130.29143196979038,37.19221177002691,73.97358141272339
2020,39.823897310209176,128.6225015168754,34.49518589923286,75.49540662783365
2021,39.94055839140924,127.08931002315408,31.896390405970475,76.72616759849558
2022,40.0052577655819,124.39977612849873,29.179420594068645,77.86447504413923
2023,40.15199290097034,122.64178410115511,26.798139975699748,79.16075440319693
2024,40.141788448807546,120.10262937423744,24.18827874524744,80.0993431459427
2025,41.86219906694717,112.86440631857762,21.653599939616097,82.98473476870953
2026,43.21926675841228,105.82443422390924,19.236802531691236,85.32322384533717
2027,44.62613768461175,98.96802376522312,16.97459627762351,87.46444925091897
2028,45.9553780370356,92.18159698196632,14.831982744230078,89.20896340670939
2029,47.34585318862041,85.5596561405371,12.808372615772623,90.81033824811351
2030,48.92787367943247,78.3468619360013,10.860209898975237,92.32418090484799
2031,50.66877255123204,71.79394590692202,9.01817579558037,93.77702944435771
2032,52.454349434502284,65.4090311541552,7.282480180586894,95.10642116332752
2033,54.279669218762955,59.18173173452987,5.646942938554729,96.3180814119205
2034,56.09173451428594,52.95721141365998,4.100348347131355,97.29065263013159
2035,57.51688881660246,46.18055741590698,2.6466338428554783,98.05126008954556
2036,59.33319947017841,40.48757209119923,1.2848559480158368,98.88547872491873
2037,61.17357636375194,34.93492777254609,0.0,99.61621633501873
2038,62.613474947428784,29.633297215984985,0.0,99.71669140301175
2039,63.9469391190692,24.96412856660116,0.0,99.6153015833819
2040,64.64562993762713,19.892981841543584,0.0,99.3092800563816
2041,65.93322434589173,15.513546861222222,0.0,99.167648550162
2042,67.2073551727942,11.339819147607225,0.0,98.97145643364892
2043,68.48686943643217,7.2995622711097985,0.0,98.74567589818649
2044,69.74057796851427,3.49829693962636,0.0,98.46038239891641
2045,69.25362277320234,3.510075054282658,0.0,97.01975880040125
2046,69.26487471665364,3.5154058473745815,0.0,95.7365664685695
2047,69.29694314026911,3.520883466927967,0.0,94.47445186372896
2048,69.34802868231048,3.5265047007860355,0.0,93.23244967080572
2049,69.41569246915184,3.532266477148963,0.0,92.00933036959776
