x, y
0.0007357058218419991, 0.6444023281111573
0.04111488730028517, 0.7108476971212614
0.10100654973501569, 0.7638357762052685
0.1673307551076214, 0.7768669186170392
0.21922731356693623, 0.8522725998362697
0.26516009739963803, 0.9276109946058696
0.32339804940297145, 1.0122349194244766
0.39409742568069067, 1.057787845824315
0.4286886206492441, 0.980767289813953
0.4585009831113195, 0.9103295914591066
0.48137297029831894, 0.8341837592939408
0.5077281664648359, 0.7616489665922778
0.5450017578811672, 0.6967736147402182
0.5874643540763311, 0.6286572988976236
0.635102933708348, 0.562099785804802
0.6710092842168314, 0.6055219746330085
0.7044611117621782, 0.6835966850209149
0.7349050093102596, 0.7687589014365657
0.7634933656262615, 0.8467102533334828
0.7978892404651223, 0.7588790077491561
0.8509316770186336, 0.6886880263762882
0.9011224396786333, 0.6236444584001525
0.9577587666184877, 0.6110170346861648
1.0001757881167233, 0.6570633950499601
