,Electricity,Heating,Natural gas,Oil fuel,Wood fuel
2017,0.17137433079999997,0.0746,0.0875244848,0.1000724848,0.0616
2018,0.17137433079999997,0.0746,0.0904008848,0.1038935848,0.0616
2019,0.1699519275,0.07554741999999999,0.0800855652,0.091165044,0.06238232
2020,0.17176297852125,0.076506872234,0.08080301507807999,0.09247231926120002,0.063174575464
2021,0.1735984787312869,0.07747850951137178,0.08152792643489201,0.09380221038441877,0.06397689257239278
2022,0.1754587581941593,0.07846248658216619,0.0822603768698149,0.09515510862406923,0.06478939910806217
2023,0.17734415142978044,0.07945896016175971,0.08300044478926097,0.09653141200326562,0.06561222447673457
2024,0.1792549974740825,0.08046808895581405,0.08374820941506929,0.09793152543092214,0.06644549972758908
2025,0.1719681121372656,0.08149003368555288,0.08397177697841728,0.0993558608208771,0.06728935757412946
2026,0.1719681121372656,0.0825249571133594,0.08397177697841728,0.10080483721307829,0.06814393241532091
2027,0.1719681121372656,0.08357302406869906,0.08397177697841728,0.10227888089686454,0.06900936035699547
2028,0.1719681121372656,0.08463440147437153,0.08397177697841728,0.10377842553638031,0.06988577923352932
2029,0.17196811213726562,0.08570925837309605,0.08397177697841726,0.10530391229815969,0.07077332862979514
2030,0.17372854695387788,0.08679776595443436,0.08644179496402879,0.10685578998091788,0.07167214990339352
2031,0.17372854695387788,0.08790009758205566,0.08644179496402878,0.10843451514758776,0.07258238620716662
2032,0.17372854695387785,0.08901642882134778,0.08644179496402878,0.11004055225964104,0.07350418251199763
2033,0.17372854695387788,0.09014693746737887,0.08644179496402878,0.11167437381373282,0.07443768562989997
2034,0.17372854695387785,0.09129180357321458,0.08644179496402879,0.11333646048071042,0.07538304423739971
2035,0.18071661127817853,0.0924512094785944,0.09335503237410071,0.11502730124702673,0.07634040889921469
2036,0.1807166112781785,0.09362533983897255,0.09335503237410071,0.11674739355860028,0.0773099320922347
2037,0.1807166112781785,0.09481438165492749,0.0933550323741007,0.11849724346716409,0.07829176822980609
2038,0.1807166112781785,0.09601852430194506,0.0933550323741007,0.12027736577914602,0.0792860736863246
2039,0.18071661127817853,0.09723795956057975,0.0933550323741007,0.12208828420712527,0.08029300682214092
2040,0.18906808477429146,0.09847288164699912,0.10393875539568345,0.12393053152390854,0.08131272800878211
2041,0.1890680847742915,0.099723487243916,0.10393875539568345,0.12580464971927216,0.08234539965449364
2042,0.1890680847742915,0.10098997553191373,0.10393875539568345,0.12771119015941557,0.0833911862301057
2043,0.18906808477429146,0.10227254822116903,0.10393875539568344,0.1296507137491735,0.08445025429522805
2044,0.18906808477429146,0.10357140958357787,0.10393875539568344,0.1316237910970342,0.08552277252477743
2045,0.19648306509592098,0.1048867664852893,0.10246692086330936,0.1336310026830129,0.0866089117358421
2046,0.19648306509592095,0.10621882841965247,0.10246692086330937,0.13567293902942903,0.08770884491488729
2047,0.19648306509592095,0.10756780754058205,0.10246692086330936,0.13775020087463818,0.08882274724530635
2048,0.19648306509592098,0.10893391869634743,0.10246692086330936,0.13986339934976943,0.08995079613532174
2049,0.19648306509592095,0.11031737946379103,0.10246692086330937,0.14201315615852045,0.0910931712462403
2050,0.20994325897896632,0.11171841018298116,0.1052451223021583,0.14420010376006287,0.09225005452106756
