,Average electricity price,Average CH4 price,Average H2 price,LCOE electricity,LCOE electricity value,LCOE electricity volume,LCOE CH4,LCOE CH4 value,LCOE CH4 volume,LCOE H2,LCOE H2 value,LCOE H2 volume,LCOE CH4 noSCC,LCOE CH4 volume noSCC
2020,21.645776462951677,13.899999999999986,,42.21752495954422,,,13.9,15.168613370801564,15.168613370801594,13.9,,,13.9,15.168613370801594
2025,6.003040223873538,22.499999999999957,17.188280122091683,43.03984439760948,43.04021106182819,43.04012381468422,22.5,25.617548732871462,25.617548732871462,22.5,107.02115472604515,107.02957411756829,22.5,25.617548732871462
2030,37.188606041163325,88.4845392001707,55.993612023741974,41.68897959285228,41.70377412538365,41.693084130801346,30.750971465780008,32.93428003668959,32.94510249712092,30.750971465780008,72.0656018227911,72.25163993881881,30.750971465780008,32.94510249712092
2035,48.751481284328875,141.0834978064573,44.630668540908154,40.90467925146908,42.190871317028034,40.82741576696827,39.661750981219264,42.160503373109854,43.866244122534304,39.661750981219264,51.66029866252825,72.17491165707173,39.661750981219264,43.866244122534304
2040,70.3841290461784,305.1641442563605,39.78379980501477,45.035841649055364,47.98067673652123,44.116607860006006,46.013205054926814,49.479126380457465,55.64507453735249,46.013205054926814,25.96068335587117,77.16476846094284,46.013205054926814,55.64507453735249
2045,70.94601606991347,146.46172019482586,54.13427258135921,46.726414640393514,49.524255627653865,45.46578575252416,50.728123381434045,54.79746391328698,63.60775491819366,50.728123381434045,34.25864756746954,76.01200297136289,50.728123381434045,63.60775491819366
2050,74.06642474874403,159.03311441739456,51.65246397305613,52.16695085843852,56.42829648036805,51.01016782264709,55.092035519567546,59.69291644845538,73.05662714303281,55.092035519567546,34.43938743578384,84.24982908479505,55.092035519567546,73.05662714303281
