,hour,demand,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,methanization,ocgt,ccgt,nuclear,h2_ccgt,phs,battery1,battery4,methanation,pyrogazification,electrolysis,natural_gas,coal,hydrogen,methane,geothermal,central_gas_boiler,central_wood_boiler,uiom,CTES,phs_in,battery1_in,battery4_in,hydrogen_in,methane_in,CTES_in,phs_charge,battery1_charge,battery4_charge,hydrogen_charge,methane_charge,CTES_charge,elec_demand,CH4_demand,H2_demand,heat_elec,heat_gas,electrolysis_elec,methanation_elec,carbon_content,carbon_content_heat,date,date_only
10,10,,22.79998261275388,12.036728575800002,30.401007696799997,21.724051889484134,0.0,3.7097343402000003,0.0,5.251741066331773,0.0,0.0,8.140150259585397,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,13.63065734411258,0.0,0.0,0.0,0.583,8.000176093366067,0.0,0.0,0.0,0.0,0.0,0.0,9.788898808833295,0.0,0.0,112.41142927298168,0.46871471155444355,0.0,28216.402891931528,125870.71049362641,0.0,80.86776930650416,10.882222317078284,4.566210045662101,21.199072772779452,10.882222317078284,17.94388606811924,0.0,0.0,0.0,2006-01-01 10:00:00,2006-01-01
11,11,,22.98706558284265,12.0957428637,31.1771681724,24.869185046105553,0.0,3.7501831752,0.0,5.251741066331773,0.0,0.0,5.047947253961841,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,0.0,0.0,0.0,11.894641682937282,0.583,7.231469082597725,0.0,0.0,0.0,0.0,0.0,0.0,9.788898808833295,0.0,0.0,112.41142927298168,0.46871471155444355,0.0,28226.191790740362,125870.71049362641,0.0,81.98340602609079,9.914913666671328,4.566210045662101,19.31471074853239,9.914913666671328,17.94388606811924,0.0,0.0,0.0,2006-01-01 11:00:00,2006-01-01
12,12,,23.137938945817464,12.2312571363,31.3229214056,23.99921681916795,0.0,3.8782711044,0.0,5.251741066331773,0.0,0.0,11.630930775124135,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,0.0,0.0,0.0,10.158626021761977,0.583,6.462762071829382,0.0,0.0,0.0,4.594636076975412,0.0,0.0,9.788898808833295,0.0,0.0,112.41142927298168,0.46871471155444355,0.0,28235.980689549197,125858.81585194347,0.0,83.66201404131489,8.947605016264367,4.566210045662101,17.430348724285327,8.947605016264367,17.94388606811924,0.0,0.0,0.0,2006-01-01 12:00:00,2006-01-01
13,13,,23.234497898121347,12.3755142879,31.2190344928,18.596890050797533,0.0,3.9408705126,0.0,5.251741066331773,0.0,0.0,18.880930775124135,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,8.856614275880505,0.0,0.0,0.0,0.583,5.886231813753127,0.0,0.0,0.0,6.241972291143494,0.0,0.0,9.788898808833295,0.0,0.0,116.54660174225957,0.46871471155444355,0.0,28245.76958835803,125848.6572259217,0.0,84.06187965808027,8.22212352845915,4.566210045662101,16.01707720610003,8.22212352845915,17.94388606811924,0.0,0.0,0.0,2006-01-01 13:00:00,2006-01-01
14,14,,23.264672570716307,12.5263285758,30.880471231999998,10.991319325931332,0.0,3.6124646124,0.0,5.251741066331773,0.0,0.0,26.130930775124135,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,0.0,0.0,0.0,7.120598614705203,0.583,5.117524802984785,0.0,0.0,0.0,7.462,0.0,0.0,9.788898808833295,0.0,0.0,122.16437680428871,0.46871471155444355,0.0,28255.558487166865,125848.6572259217,0.0,82.00030102385253,7.254814878052191,4.566210045662101,14.132715181852967,7.254814878052191,17.94388606811924,0.0,0.0,0.0,2006-01-01 14:00:00,2006-01-01
15,15,,23.337091784944217,12.6815142879,31.528268781999998,3.1508037517196037,0.0,3.46222611,0.0,5.251741066331773,0.0,0.0,25.48135399401077,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,0.0,0.0,0.0,8.42261036058668,0.583,5.694055061061041,0.0,0.0,0.0,0.0,0.0,0.0,9.788898808833295,0.0,0.0,128.8801768042887,0.46871471155444355,0.0,28265.3473859757,125841.536627307,0.0,81.69737264245535,7.980296365857411,4.566210045662101,15.545986700038265,7.980296365857411,17.94388606811924,0.0,0.0,0.0,2006-01-01 15:00:00,2006-01-01
16,16,,23.300882177830264,12.8170285758,32.0385242976,0.0005998203102729142,0.0,3.409257432,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,14.355108854495395,10.158626021761977,0.0,0.0,0.0,0.583,6.462762071829382,0.0,0.0,0.0,1.974963843526801,0.0,0.0,9.788898808833295,0.0,0.0,128.8801768042887,0.46871471155444355,0.0,28275.136284784534,125833.1140169464,0.0,80.64744239189449,8.947605016264367,4.566210045662101,17.430348724285327,8.947605016264367,17.94388606811924,0.0,0.0,0.0,2006-01-01 16:00:00,2006-01-01
17,17,,23.156043749374444,12.8673,32.0681773756,0.0,0.0,3.368808597,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,13.252540276241913,0.0,0.0,0.0,12.328645598231104,0.583,7.42364583528981,0.0,0.0,0.0,0.0,0.0,0.0,8.686330230579813,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28284.92518359337,125833.1140169464,0.0,83.89465437667205,10.156740829273067,4.566210045662101,19.78580125459416,10.156740829273067,16.565675345302388,0.0,0.0,0.0,2006-01-01 17:00:00,2006-01-01
18,18,,22.98103064832366,12.788614287900002,31.577553974,0.0,0.0,3.8195240076,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.370470869547614,14.712439037184184,0.0,0.0,0.0,0.0,8.840130623835929,0.0,0.0,0.0,0.0,0.0,0.0,2.804260823885514,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28293.611513823947,125820.78537134817,0.0,90.95363433088914,11.124049479680027,4.566210045662101,21.67016327884122,11.124049479680027,9.213088586934518,0.0,0.0,0.0,2006-01-01 18:00:00,2006-01-01
19,19,,22.75170313660194,12.5634857121,30.8617214412,0.0,0.0,4.5187107504,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942882360652175,11.894641682937282,0.0,0.0,0.0,0.583,7.231469082597725,0.0,0.0,0.0,0.0,0.0,0.0,0.37667231499007414,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28296.415774647838,125820.78537134817,0.0,93.51701808948673,9.914913666671328,4.566210045662101,19.31471074853239,9.914913666671328,6.178602950815218,0.0,0.0,0.0,2006-01-01 19:00:00,2006-01-01
20,20,,22.48616601776627,12.3099428637,29.6667855384,0.0,0.0,4.794147876,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6574606590429735,0.0,0.0,0.0,10.158626021761977,0.583,6.462762071829382,0.0,0.0,0.0,0.0,0.0,0.0,0.09125061338087281,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28296.792446962827,125820.78537134817,0.0,92.43521647206255,8.947605016264367,4.566210045662101,17.430348724285327,8.947605016264367,5.821825823803716,0.0,0.0,0.0,2006-01-01 20:00:00,2006-01-01
21,21,,22.118035012107722,11.9646,28.6325756664,0.0,0.0,4.7431053054,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6.267221121097782,0.0,0.0,0.0,8.856614275880505,0.583,5.886231813753127,0.0,0.0,0.0,0.0,0.0,0.0,1.701011075435681,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28296.883697576206,125810.62674532642,0.0,88.6242895825355,8.22212352845915,4.566210045662101,16.01707720610003,8.22212352845915,7.834026401372227,0.0,0.0,0.0,2006-01-01 21:00:00,2006-01-01
22,22,,21.71369439933522,11.507785712100002,27.8104838296,0.0,0.0,4.7392530906,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9115529762553765,8.42261036058668,0.0,0.0,0.0,0.583,5.694055061061041,0.0,0.0,0.0,0.0,0.0,0.0,3.345342930593276,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28298.58470865164,125801.77013105054,0.0,84.881775811316,7.980296365857411,4.566210045662101,15.545986700038265,7.980296365857411,9.88944122031922,0.0,0.0,0.0,2006-01-01 22:00:00,2006-01-01
23,23,,21.2429695068538,10.956985712100002,26.622440049999998,0.0,0.0,4.628500321200001,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42825281774453,0.0,0.0,1.1379572279175707,12.328645598231104,0.583,7.42364583528981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28301.930051582232,125801.77013105054,0.0,88.16557956797314,10.156740829273067,4.566210045662101,19.78580125459416,10.156740829273067,4.2853160221806625,0.0,0.0,0.0,2006-01-01 23:00:00,2006-01-01
24,24,,21.00760706061309,10.519842863700001,25.560076228,0.0,0.0,4.1912679522000005,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6165438352332044,9.912236370176588,0.0,0.9496662104288962,0.0,0.583,6.342902397651253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28300.792094354314,125789.4414854523,0.0,85.75811431047158,8.821075038857106,4.566210045662101,17.4518742254013,8.821075038857106,4.520679794041505,0.0,0.0,0.0,2006-01-02 00:00:00,2006-01-02
25,25,,20.760174745334396,10.1766857121,24.893222780000002,0.0,0.0,3.4863027906000004,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.022591270579878,0.0,0.0,1.5436187750822228,11.719294108952143,0.583,7.141837274843142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28299.842428143886,125789.4414854523,0.0,84.53814693980955,9.829197900440775,4.566210045662101,19.446374136875733,9.829197900440775,3.778239088224847,0.0,0.0,0.0,2006-01-02 01:00:00,2006-01-02
26,26,,20.34376426352391,9.822600000000001,24.2732640732,0.0,0.0,3.0038061732,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950390573758571,12.622822978339924,0.0,0.0,0.0,0.583,7.541304713439088,0.0,0.0,0.0,0.0,0.0,0.0,0.38418052809647063,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28298.298809368804,125777.72219134336,0.0,80.2554462927257,10.33325933123261,4.566210045662101,20.44362409261295,10.33325933123261,6.187988217198213,0.0,0.0,0.0,2006-01-02 02:00:00,2006-01-02
27,27,,20.186855966030105,9.5428285758,23.6544757976,0.0,0.0,2.7890422517999998,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857203307493418,0.0,0.0,0.0,13.074587413033813,0.583,7.74103843273706,0.0,0.0,0.0,0.0,0.0,0.0,0.2909932618313178,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28298.6829898969,125777.72219134336,0.0,79.10169845685454,10.585290046628526,4.566210045662101,20.94224907048156,10.585290046628526,6.071504134366773,0.0,0.0,0.0,2006-01-02 03:00:00,2006-01-02
28,28,,20.042017537574285,9.1843714242,23.5391904384,0.0,0.0,2.7640024692000003,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49519558809168,0.0,0.0,1.0710144575704206,14.881645151809371,0.583,8.539973309928948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28298.973983158732,125764.64760393032,0.0,80.16058738425968,11.593412908212196,4.566210045662101,22.93674898195599,11.593412908212196,4.3689944851146,0.0,0.0,0.0,2006-01-02 04:00:00,2006-01-02
29,29,,19.794585222295588,8.6751,22.962561121199997,0.0,0.0,2.7948206706,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1842708294752071,16.688702890584928,0.0,3.3819392161868933,0.0,0.583,9.338908187120836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28297.90296870116,125749.76595877852,0.0,81.74672847725158,12.601535769795865,4.566210045662101,24.931248893430425,12.601535769795865,1.4803385368440087,0.0,0.0,0.0,2006-01-02 05:00:00,2006-01-02
30,30,,19.30575552625719,7.966928575800001,21.6541675632,0.0,0.0,2.8699399218,0.0,5.251741066331773,0.0,0.0,29.0,0.7125373433871967,2.620497686856357,0.4452789759767214,0.0,0.0,0.0,0.0,0.0,0.0,5.81627556037648,18.947525064054375,0.583,10.337576783610698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28294.521029484975,125749.76595877852,0.0,84.57510559329313,13.86168934677545,4.566210045662101,27.424373782773472,13.86168934677545,0.0,0.0,0.0,0.0,2006-01-02 06:00:00,2006-01-02
31,31,,18.59363325301607,7.1319857121000005,20.0633295924,0.9312310137158568,0.0,2.9989908564,0.0,5.251741066331773,0.0,0.0,29.0,9.409867890543136,1.1054802328988838,0.0,0.0,0.0,0.0,0.0,20.302818368136045,0.0,21.07475020450971,0.0,0.583,10.936777941504614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.74598016695576,0.0,0.0,28288.704753924598,125730.81843371446,0.0,89.23451855107295,14.617781492963202,4.566210045662101,28.920248716379295,14.617781492963202,0.0,0.0,0.0,0.0,2006-01-02 07:00:00,2006-01-02
32,32,,17.525449843154387,6.1790142879,17.536717079200002,9.218833312667279,0.0,3.2137548743999997,0.0,5.251741066331773,0.0,0.0,29.0,7.764242334235859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.187687825023257,18.043996194666597,0.583,9.938109345014754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.51766879706811,0.0,0.0,28267.63000372009,125730.81843371446,0.0,90.4380117315565,13.357627915983615,4.566210045662101,26.427123827036255,13.357627915983615,0.0,0.0,0.0,0.0,2006-01-02 08:00:00,2006-01-02
33,33,,15.473572106696917,4.8260571363,14.587318035200001,19.425496845398314,0.0,3.7049190234,0.0,5.251741066331773,0.0,0.0,29.0,5.272436901938862,1.0602098283109904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.816099347309226,16.236938455891035,0.583,9.139174467822864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.51766879706811,0.0,0.0,28249.442315895067,125712.7744375198,0.0,93.35000987724509,12.349505054399947,4.566210045662101,24.432623915561816,12.349505054399947,0.0,0.0,0.0,0.0,2006-01-02 09:00:00,2006-01-02
34,34,,12.818200918340192,3.4643571363000003,13.5268494444,30.27370569997663,0.0,4.1440775964,0.0,5.251741066331773,0.0,0.0,29.0,0.8057923019700475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97988075087271,14.429880717115479,0.583,8.340239590630976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.33965787672257,0.0,0.0,28235.626216547756,125696.53749906391,0.0,94.03298309738688,11.341382192816276,4.566210045662101,22.438124004087385,11.341382192816276,0.0,0.0,0.0,0.0,2006-01-02 10:00:00,2006-01-02
35,35,,11.031860300718394,2.5551000000000004,13.775422624399999,36.87382272866736,0.0,4.4301085542,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.622822978339924,0.0,4.566210045662101,0.0,0.583,7.541304713439088,0.0,0.0,0.0,3.070595457688752,0.46871471155444355,0.0,0.0,0.0,0.0,125.33965787672257,0.0,0.0,28229.646335796882,125682.1076183468,0.0,94.12700403874257,10.33325933123261,4.566210045662101,20.44362409261295,10.33325933123261,0.0,0.0,0.0,0.0,2006-01-02 11:00:00,2006-01-02
36,36,,9.686069902983053,2.0108571363,13.8857830884,38.06676955239233,0.0,4.8037786062,0.0,5.251741066331773,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.566210045662101,10.815765239564362,0.583,6.742369836247196,0.0,0.0,0.0,2.8382783053559746,0.052079412394938136,0.0,0.0,0.0,0.0,128.10319378864244,0.42184324039899923,0.0,28225.08012575122,125682.1076183468,0.0,94.56290056852447,9.325136469648939,4.566210045662101,18.449124181138515,9.325136469648939,0.0,0.0,0.0,0.0,2006-01-02 12:00:00,2006-01-02
37,37,,8.99205243329891,1.8840857121,14.0439791444,33.09409784924987,0.0,4.6901366274,0.0,5.251741066331773,0.0,0.0,29.0,4.229267020133288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.985976747650327,9.4604719354827,0.583,6.14316867835328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28220.51391570556,125671.29185310724,0.0,95.93361878658207,8.56904432346119,4.566210045662101,16.953249247532693,8.56904432346119,0.0,0.0,0.0,0.0,2006-01-02 13:00:00,2006-01-02
38,38,,8.54546727889346,1.9365428637000004,13.8313524204,23.670411691987354,0.0,4.2577195752,0.0,5.251741066331773,0.0,0.0,29.0,13.29315960769898,0.0,0.0,0.0,0.0,0.0,0.0,7.653414196707136,0.0,27.88754269074803,0.0,0.583,5.344233801161391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28208.52793895791,125661.83138117175,0.0,94.53465343788022,7.560921461877518,4.566210045662101,14.958749336058254,7.560921461877518,0.0,0.0,0.0,0.0,2006-01-02 14:00:00,2006-01-02
39,39,,8.515292606298498,2.0982857121,14.768117402,7.996310131817074,0.0,3.8272285338,8.09222421388263,5.251741066331773,0.0,0.0,29.0,19.620198162008506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98761032988756,9.008707500788805,0.583,5.943434959055307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28180.64039626716,125661.83138117175,0.0,93.91765676190671,8.31701360806527,4.566210045662101,16.45462426966408,8.31701360806527,0.0,0.0,0.0,0.0,2006-01-02 15:00:00,2006-01-02
40,40,,8.605816624083387,2.1048428637,15.609017557199998,0.03377249138275756,0.0,3.9572425704,8.8,5.251741066331773,0.0,1.0,29.0,19.620198162008503,3.3779283816669494,0.4452789759767214,0.0,0.0,0.0,0.0,12.570151204476643,0.0,38.98761032988755,0.0,0.583,6.742369836247196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.65764426346283,0.46871471155444355,0.0,28141.652785937273,125652.82267367096,0.0,92.55409762641831,9.325136469648939,4.566210045662101,18.449124181138515,9.325136469648939,0.0,0.0,0.0011981265055101267,3.7052092651147373e-07,2006-01-02 16:00:00,2006-01-02
41,41,,8.509257671779505,1.8666,14.9304234968,0.0,0.0,4.3569154104,8.8,5.251741066331773,0.0,1.0,29.0,19.620198162008503,8.050671676781391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98761032988755,14.828973377946093,0.583,7.74103843273706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.90439050605511,0.0,0.0,28102.6651756074,125652.82267367096,0.0,96.13406641776939,10.585290046628526,4.566210045662101,20.94224907048156,10.585290046628526,0.0,0.0,0.001153509070113428,4.0492878046736815e-07,2006-01-02 17:00:00,2006-01-02
42,42,,8.37648911236167,1.5212571363,13.3301904268,0.0,0.0,4.8721563366,8.8,5.251741066331773,8.982816202599432,1.0,29.0,19.620198162008503,8.2,0.0,0.0,0.0,0.0,0.0,39.74084940099801,0.0,38.98761032988755,0.0,0.0,9.187751087706726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.95919975407578,0.0,0.0,28063.67756527751,125637.99370029301,0.0,103.7031073766696,11.593412908212196,4.566210045662101,22.93674898195599,11.593412908212196,0.0,0.0,0.014757126167410822,5.673720835669946e-06,2006-01-02 18:00:00,2006-01-02
43,43,,8.352349374285698,1.224,11.6072260668,0.0,0.0,5.3209455432,8.8,5.251741066331773,12.186912555246103,1.0,29.0,19.620198162008503,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98761032988755,44.84449033136746,0.583,7.541304713439088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.84808864296467,0.0,0.0,28024.689954947622,125637.99370029301,0.0,105.31163170154029,10.33325933123261,4.566210045662101,20.44362409261295,10.33325933123261,0.0,0.0,0.019339482581466408,6.627306382691217e-06,2006-01-02 19:00:00,2006-01-02
44,44,,8.442873392070588,1.0404000000000002,10.1405959244,0.0,0.0,5.228491132199999,8.8,5.251741066331773,9.986398482269568,1.0,29.0,19.620198162008503,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98761032988755,37.53614741015056,0.583,6.742369836247196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73697753185355,0.0,0.0,27985.702344617734,125593.14920996164,0.0,101.45895709294865,9.325136469648939,4.566210045662101,18.449124181138515,9.325136469648939,0.0,0.0,0.016646596552305628,5.147964217014689e-06,2006-01-02 20:00:00,2006-01-02
