,Average electricity price,Average CH4 price,Average H2 price,LCOE electricity,LCOE electricity value,LCOE electricity volume,LCOE CH4,LCOE CH4 value,LCOE CH4 volume,LCOE H2,LCOE H2 value,LCOE H2 volume,LCOE CH4 noSCC,LCOE CH4 volume noSCC
2020,21.645776462951677,13.899999999999986,,42.21752495954422,,,13.9,15.168613370801564,15.168613370801594,13.9,,,13.9,15.168613370801594
2025,32.558075344018576,22.499999999999957,50.36673105572529,42.51272986813361,42.51373470649217,42.513519663169504,22.5,25.614858328705736,25.614858328705736,22.5,106.34330232051762,106.36461859371539,22.5,25.614858328705736
2030,37.41280473044488,88.55935761697859,56.1540830094609,41.44151687168145,41.4751100734401,41.450845953765146,30.74545797912755,32.90942159934734,32.927917462782965,30.74545797912755,71.62867292755142,72.1168355436548,30.74545797912755,32.927917462782965
2035,84.13009690178625,389.46157787509196,49.38209788412111,43.25911796875874,45.444320708259625,42.25876531356434,37.429926902672186,39.86268921173553,44.10098193836603,37.429926902672186,26.564436718230972,78.6872140942856,37.429926902672186,44.10098193836603
2040,88.7279635183917,429.3533740360939,51.3556676922081,48.683647113500164,50.75264657562774,46.87529995094707,45.999473205108664,49.363582227467106,56.0626453600533,45.999473205108664,34.81972544625369,92.56507835760536,45.999473205108664,56.0626453600533
2045,83.30115798197609,234.20944492951642,49.8054505047316,50.950498326903755,52.800457301462835,48.51514579097631,50.60308705598762,54.601454432144855,64.20147610755905,50.60308705598762,33.574669601745,86.05290268467195,50.60308705598762,64.20147610755905
2050,3133.1368098637513,8167.85501214429,2621.189703075514,306.09434342976385,95.38970089703471,86.57124815575648,55.17218242858832,58.86183822869247,83.4234557558396,55.17218242858832,966.9981907389989,1061.2937004208954,55.17218242858832,83.4234557558396
