,Electricity,Natural gas,Oil fuel,Wood fuel
2020,38.99302728556902,125.99935138556006,36.34524055236847,72.19341658695214
2025,39.67475338042931,114.80032211927967,23.74119514897743,79.1599740655749
2030,41.608742636833206,102.46572394699119,12.93367499591964,83.26110080673308
2035,45.5000922699063,87.29242146403891,4.20507662905947,85.66409902737115
2040,49.48126213735727,71.6537014324163,0.0,85.3631847564892
2045,52.287012044377974,57.24290239499781,0.0,82.14496643698834
2050,55.593661160167905,46.614978287999726,0.0,78.34179693983589
