,Switch Electricity-Heat pump water (Thousand households),Switch Electricity-Heat pump air (Thousand households),Switch Electricity-Performance boiler (Thousand households),Switch Natural gas-Performance boiler (Thousand households),Switch Oil fuel-Performance boiler (Thousand households),Switch Wood fuel-Performance boiler (Thousand households)
2019,218.17549793606304,,291.5741567860978,491.43794626607803,,242.20962729953413
2020,232.18296629523329,,282.37214175187995,483.8381176445886,,239.2221503561205
2021,269.48451004256077,,287.9757831254595,461.3404179095329,,210.95629734928917
2022,286.64201111378594,,280.4430512305853,442.5958502764134,,212.16861996228886
2023,300.8748147746536,,272.08882169925016,433.11090306700453,,207.82710711391846
2024,316.38518551838035,,250.30373230927938,414.70863849070577,,224.52192596538183
2025,585.76876486617,,331.3123385445195,,,280.828163790905
2026,596.7651040943856,,325.50892130439826,,,267.5969039326932
2027,607.3048500159886,,319.8409449062609,,,254.68161380580756
2028,617.1703986048335,,314.20165772511564,,,242.41522838623402
2029,631.3794676197851,,309.6024651025178,,,231.84718289010365
2030,654.7978643502277,,305.7984352246437,,,224.03774846162827
2031,667.7519657977156,,301.19724535583543,,,214.5875348625477
2032,679.9527421274798,,296.600899594714,,,205.66363299864608
2033,691.376967060951,,292.0023368788416,,,197.23373435997115
2034,701.9993108283641,,287.38301883981717,,,189.27287754170317
2035,714.3577139477815,,274.9998942248305,,,186.88324507055356
2036,716.1608430305688,,275.92002876123377,,,181.20374748089324
2037,717.279002945448,,276.5343577223295,,,175.87694366426385
2038,657.2684889854801,,214.26745912345777,,,224.46745260280284
2039,646.1253025344862,,170.6222446156281,,,273.05030281198714
2040,652.9832036422072,,159.28775125538104,,,270.5602131413226
2041,676.0711114039138,,158.10557752629063,,,241.79929077036897
2042,676.1424095140844,,152.50633583695637,,,238.232085527189
2043,679.6462419764724,,147.94851394036468,,,230.60187223253794
2044,672.2838703250342,,137.25859767378319,,,239.76036241425965
2045,680.2658430427069,,93.8560520580067,,,260.7909140500089
2046,688.2843334096256,,91.1479126741319,,,246.87330406531424
2047,695.9666783402424,,88.60538030637464,,,233.14332090802466
2048,703.0807518447622,,86.20916023527163,,,219.94101467676614
2049,714.9837814961677,,84.26063925233204,,,208.39549783380482
