,2020,2025,2030,2035,2040,2045,2050
offshore_f,0.0,0.0,0.0,0.0,0.0,0.0,78.79117593018884
offshore_g,0.0,0.0,0.0,16.030071494258962,49.24831831438659,69.96022788585759,90.67213745732846
onshore,25.672679102256538,32.99567158507232,66.99630244109844,112.35595065606587,148.76496757752415,185.4584299436827,220.16077419694878
pv_g,9.524232366375484,19.59394340724852,34.1136857993546,48.860217235859984,79.49308070483461,77.00458757649454,92.77171691478698
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999973,15.302186369999596,15.302186369999626,15.302186369999662,15.302186369999745,15.302186369999747,15.302186369999733
nuclear,377.17326279304376,377.1690723921975,364.9008798881463,320.1293165722404,266.198805949185,259.67742144111867,157.25329642617888
methanization,0.0,0.0,8.335675546810354,19.598016426973818,32.49999999999497,39.249999999997264,46.00000000000614
pyrogazification,0.0,0.0,0.0,0.0,0.0,0.0,19.20219203105298
natural_gas,154.14703483161057,131.3488359458253,94.30432177015636,71.95954646790612,47.98275695411398,30.549363289961036,17.47528430779926
