,Electricity,Natural gas,Oil fuel,Wood fuel
2020,38.99302728556902,125.99935138556006,36.34524055236847,72.19341658695214
2025,39.67475338042931,114.80032211927967,23.74119514897743,79.1599740655749
2030,41.608742636833206,102.46572394699119,12.93367499591964,83.26110080673308
2035,45.499472609575534,87.29268946651932,4.205076268898805,85.66414861463932
2040,49.61651469276396,71.60559063689308,0.0,85.35821169755494
2045,52.85015058595898,57.07444607633389,0.0,82.1511326005698
2050,56.23638259898334,46.371528931953115,0.0,78.30298548152831
