,Average electricity price,Average CH4 price,Average H2 price,LCOE electricity,LCOE electricity value,LCOE electricity volume,LCOE CH4,LCOE CH4 value,LCOE CH4 volume,LCOE H2,LCOE H2 value,LCOE H2 volume,LCOE CH4 noSCC,LCOE CH4 volume noSCC
2020,21.645776462951677,13.899999999999714,,42.21752495954429,,,13.900000000000002,15.167809367607191,15.167809367607248,13.900000000000002,,,13.900000000000002,15.167809367607248
2025,32.56248751490942,22.50000000000006,50.37070136512712,42.51278128959135,42.51384667462748,42.51361156920075,22.499999999999996,25.609587033457036,25.609587033457036,22.499999999999996,106.3410371771949,106.36434211615828,22.499999999999996,25.609587033457036
2030,37.44023393334287,88.57432056511566,56.168413378228266,41.44095082774038,41.48092068749328,41.45323798225622,30.744735952605293,32.90762661109483,32.92664537007264,30.744735952605293,71.60822941712188,72.17649774020985,30.744735952605293,32.92664537007264
2035,84.63588218655184,410.6257598912313,49.64618876385393,43.328548451524426,45.45893867322349,42.25026225040128,37.42893758176099,39.856710710659286,44.09269433824478,37.42893758176099,27.185352054830243,79.83071098291828,37.42893758176099,44.09269433824478
2040,83.98931531265558,410.78052040555093,47.057186569479924,48.56782608869526,50.7866510014104,46.81494847627681,45.993664800370304,49.39140913096088,56.05466868718625,45.993664800370304,32.69516366107256,92.52091622048574,45.993664800370304,56.05466868718625
2045,76.54555236861147,208.718884529618,46.842601006889815,50.48318497704801,52.63526489569878,48.384819163232116,50.613404540729434,54.66976795651437,64.15765101176186,50.613404540729434,33.861122547824486,85.99245166521811,50.613404540729434,64.15765101176186
2050,140.72952010700214,389.16094178389847,90.75619230520482,60.99761900674451,61.871570684024746,56.34845867598794,54.85478589416325,59.139475458430944,74.5785616247366,54.85478589416325,35.85976647580988,94.83963415111656,54.85478589416325,74.5785616247366
