,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Consumption standard saving Single-family - Owner-occupied (%),0.20098462873093956,0.20255484569759147,0.21911376718481826,0.2156764568550789,0.1837503976403023,0.17999978758854174,0.1747079163203419,0.1702956576278912,0.16690390488739518,0.16359226966922197,0.16039278470438198
Consumption standard saving Single-family - Privately rented (%),0.23688020202900945,0.24174773927403612,0.23666886139517473,0.2359173051017823,0.21486391731369076,0.21333111501460972,0.4571795330535763,0.4455715422515783,0.4235555345346426,0.5199333150297017,0.5059140954132185
Consumption standard saving Single-family - Social-housing (%),0.19757986617723242,0.2020317688443157,0.17331976213787273,0.17298242691951513,0.16000695940242024,0.15891811563818367,0.1563503588465877,0.15315368800749063,0.151801436086776,0.1504645375638777,0.14913743322574458
Consumption standard saving heater (TWh/year),0.7139390871033652,0.7323477632863322,0.9146401741318357,0.9526137821589437,0.9626112862706001,1.011331407366257,1.086502084606343,0.6934830796585058,0.7120747962338593,0.7303449724633717,0.7544374085806272
Consumption saving heater (TWh/year),0.06037812526590252,0.08406179451155042,0.3028394510791588,0.31327478151634647,0.3334754743797984,0.3813644018734131,0.4894021566671028,0.32253240610478306,0.3502072719507308,0.3773090980915637,0.4080294542043147
Consumption saving no rebound heater (TWh/year),0.6928011118691578,0.709232754753263,0.8540250389461732,0.8838125661876411,0.8932936452426296,0.937967518968441,1.0043856601641683,0.6328254614490855,0.6503818888392839,0.6678148667222166,0.6908483214864218
Emission saving heater (MtCO2/year),0.7464704793014352,0.7391152866636044,0.7401944904718895,0.7573234525190367,0.748479524694273,0.7694629936195843,0.7792048395559519,0.5612889324642535,0.5622057690459394,0.5635204780732146,0.5684864453895038
Rebound heater (TWh/year),0.6324229866032558,0.6251709602417124,0.5511855878670144,0.5705377846712947,0.5598181708628311,0.556603117095028,0.5149835034970653,0.3102930553443024,0.3001746168885529,0.29050576863065264,0.282818867282107
Rebound EE (TWh/year),0.9619614180053734,0.9575237516696007,0.901963393464128,0.9094210355506611,0.8445369809278161,0.8319908225369096,0.8325626645435383,0.5917057727818436,0.5678382362958824,0.6148549001789984,0.5873290774286583
Rebound insulation Electricity (TWh/year),0.06252037734830605,0.062261363399837455,0.06549830094891514,0.06215064770065491,0.05185689477646754,0.0499320970384921,0.08139341385853219,0.0720171416102534,0.0671104649742143,0.09521404570670243,0.08763238362785175
Rebound insulation Heating (TWh/year),0.007680733187376174,0.008116323135723318,0.01063261265516513,0.010897304654111001,0.010689198387881372,0.010985725477518757,0.011274081389506021,0.011221417074816255,0.01148817171074259,0.011746286599800525,0.011995428570129854
Rebound insulation Natural gas (TWh/year),0.137779215186038,0.13925815807976055,0.1453636151078419,0.14171183696496348,0.1216451077752477,0.11773340603818601,0.11579865610670943,0.1037488243596385,0.10080314558076195,0.11704170810111149,0.11194653286694971
Rebound insulation Oil fuel (TWh/year),0.09396929968250026,0.0905473790288004,0.0913031791263352,0.08392435289716148,0.06362713938118426,0.05761315908743553,0.06409202590457777,0.05235789846589337,0.04579701410618059,0.04401135629857345,0.03755884160151379
Rebound insulation Wood fuel (TWh/year),0.027588805997897144,0.032169567783766596,0.037980097758856295,0.040199108662475606,0.036900469744204197,0.03912331780024921,0.04502098378714752,0.04206743592693962,0.042464823035429915,0.05633573484215784,0.055377023480106105
Thermal comfort EE (Billion euro),0.08492441222434179,0.08579435573168236,0.08381473074365346,0.08561998695168808,0.0795865278989046,0.07908528099208603,0.08293930792745173,0.059710048867083525,0.057497635882524045,0.06453256906961823,0.06171589779681147
Thermal comfort Electricity (Billion euro/year),0.023150728739039346,0.02371193310025735,0.024788660742330236,0.02531029360981986,0.023830719411118247,0.02400022251517906,0.02951696133806258,0.018429229083916452,0.017640065571725313,0.022708990840845926,0.021520240459928414
Thermal comfort Heating (Billion euro/year),0.004609452979487414,0.004582588000483489,0.004729729144109717,0.004965162429603541,0.0049518266581120305,0.004964334736508286,0.004744581296523392,0.004608265867189516,0.004497593050222937,0.004386532806503676,0.004256570084514061
Thermal comfort Natural gas (Billion euro/year),0.016088519002155084,0.01640112521757692,0.01704618898991348,0.016992063607584023,0.015189724904680374,0.014743240096191273,0.014593059620790678,0.015100221011427445,0.01495930413968203,0.016680986290364058,0.01634193128821178
Thermal comfort Oil fuel (Billion euro/year),0.009949724990496683,0.009739327579118988,0.009908210570544225,0.00944857867554579,0.0072609962929215035,0.00665535837661814,0.007495072819074135,0.0061987216130436965,0.005489476539776415,0.005341434979931469,0.004615621529851303
Thermal comfort Wood fuel (Billion euro/year),0.03112598651316326,0.03135938183424561,0.027341941296755806,0.028903888629134875,0.028353260632072438,0.028722125267589275,0.026589632853000932,0.015373611291506415,0.014911196581117343,0.015414624151973108,0.014981534434305915
Rebound heater Electricity (TWh/year),0.07027495936768484,0.07188464011369991,0.07377913538571405,0.07789846986362148,0.07853329072650146,0.08002677809257269,0.0849804244438963,0.031860135746616364,0.032318652524067404,0.032786324212615965,0.03366753493431139
Rebound heater Heating (TWh/year),0.05333330249362278,0.05178140718146205,0.050413078258849144,0.05238341261456752,0.05163010012837505,0.050707484848803996,0.04694875988248801,0.04461945856307626,0.04232815359688068,0.040082907322389366,0.03766746859303343
Rebound heater Natural gas (TWh/year),0.03744827365477276,0.037282037980690005,0.03760133498954678,0.03433436415956688,0.0344214384358511,0.03272624897426701,0.03292168860345745,0.050275905488384245,0.051917647685505865,0.05340344776452351,0.05517754939622974
Rebound heater Oil fuel (TWh/year),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rebound heater Wood fuel (TWh/year),0.47136645108717534,0.46422287496586034,0.38939203923290444,0.4059215380335388,0.3952333415721035,0.3931426051793842,0.35013263056722355,0.18353755554622556,0.17361016308209895,0.16423308933112382,0.15630631435853243
Consumption saving prices constant (TWh/year),1.9031568007114352,1.9558491970812506,2.3481471499100355,2.292016848267633,1.9524596748117302,1.948025282065527,2.405298547869754,2.0105234687388167,1.9467993967255854,2.36091598739652,2.259801717651741
Consumption saving prices effect (TWh/year),1.156,0.923,0.437,1.875,0.715,0.635,-0.295,0.248,0.245,0.243,0.239
Consumption saving total (TWh/year),2.1515499573796433,2.3592161589339185,2.2808472477777286,3.7042988777564005,2.2114563757663745,2.1488332045658467,1.6533322959920156,1.8546291048596686,1.8079859369167934,2.23895675975416,2.159014085813567
Consumption saving total (%/year),0.0072811248616899875,0.008042452394513329,0.00783833605738832,0.012830726752159006,0.007759468667940697,0.007598700899769796,0.005891277351188189,0.006647716746111229,0.006523898401389497,0.008132057162427805,0.007905991410130979
Consumption saving natural replacement (TWh/year),-0.907780820769176,-0.5196127706543052,-0.5042441968922731,-0.46298126882322777,-0.4557601097369002,-0.43442552777088395,-0.4567323295193546,-0.4043700117588287,-0.38430448469074463,-0.3644646555176223,-0.3399651496562228
Emission saving total (TWh/year),1.1269699769193835,1.205424460682977,1.1386155840457448,1.4483405823601245,1.117484259224348,1.109110290261583,1.0634535805337535,0.8316759554941981,0.8159235651880863,0.8536807725265945,0.8380716670661528
Emission saving total (%/year),0.022871347847548334,0.025036156895577723,0.024255837705290755,0.031620875668792806,0.025194119711512666,0.025651594652356752,0.02524317005434742,0.02025271326631212,0.02027983771286305,0.02165750647875817,0.021732175046660522
Emission saving natural replacement (MtCO2/year),-0.14439560678876262,-0.013684064491485515,-0.012520493662364629,-0.006776521107099143,-0.008110325986379507,-0.006642045577777367,-0.008926846725167081,-0.0054507732034778655,-0.004284251156001062,-0.003341680560836835,-0.001722062430324911
Emission saving prices (MtCO2/year),0.19218353974769745,0.14657727000453918,0.05320511810980919,0.35527583897288106,0.1023254836394008,0.08487611435901846,0.0014269421730085908,0.02261259627930946,0.020918059306313363,0.01926979426857647,0.017628934520257274
Emission saving carbon content (MtCO2/year),2.942091015256665e-15,2.609024107869118e-15,4.274358644806853e-15,1.1102230246251565e-16,-5.551115123125783e-16,1.1102230246251565e-15,7.716050021144838e-15,2.3869795029440866e-15,1.1102230246251565e-16,3.2751579226442118e-15,4.9404924595819466e-15
Thermal loss prices (Billion euro),0.113,0.09,0.041,0.185,0.072,0.064,-0.056,0.02,0.02,0.02,0.019
Consumption saving prices (Billion euro),0.079,0.064,0.031,0.125,0.052,0.047,-0.037,0.017,0.017,0.017,0.017
Retrofit (Thousand households),1957.4298325045338,1953.8453793403066,1954.0473779470435,1936.545469535908,1893.132256805895,1877.2326504220848,1914.783186691393,1851.2901487708468,1830.0720121169047,1885.2105459108236,1863.6933469816645
Renovation (Thousand households),610.1340386570621,614.8221994996502,623.6874305666128,613.8900977031304,577.2024114702604,569.2757533917686,614.8402117867321,557.8015002546268,544.6965247784301,607.9803324386962,587.4141103821848
Renovation obligation (Thousand households),0.0,0.0,0.0,0.0,0.0,0.0,55.58939398803489,48.36502103865708,42.07822696909752,111.99508628776258,98.3266160603356
Renovation endogenous (Thousand households),610.1340386570621,614.8221994996502,623.6874305666128,613.8900977031304,577.2024114702604,569.2757533917686,559.2508177986972,509.43647921596977,502.6182978093326,495.9852461509337,489.08749432184925
Renovation with heater replacement (Thousand households),28.918371377195616,29.12339908213723,29.650439311138996,29.155951593200683,27.6271042623843,27.296079338061478,26.963270356102996,25.037865603054414,24.75808477895974,24.487112082158344,24.347178841802965
Switch heater only (Thousand households),1347.2957938474715,1339.0231798406564,1330.359947380431,1322.6553718327775,1315.9298453356344,1307.9568970303162,1299.9429749046608,1293.48864851622,1285.3754873384744,1277.2302134721274,1276.2792365994796
Replacement total (Thousand),2240.6678038121895,2247.808434541032,2285.755054961601,2261.882086469729,2168.261047360695,2147.983446873364,2281.1127004755685,2169.5449495373095,2132.6666340516426,2283.0221922211804,2235.5268635309726
Replacement total (Thousand renovating),893.372009964718,908.7852547003756,955.3951075811701,939.2267146369516,852.3312020250607,840.0265498430476,981.1697255709078,876.0563010210894,847.2911467131682,1005.791978749053,959.247626931493
Retrofit measures 1 (Thousand households),1774.6818194651319,1765.2539248063672,1750.0407046158807,1736.398820183607,1721.578720318886,1708.3751797974044,1698.1336698220266,1660.8743087771038,1647.9781647018538,1652.0353474376261,1644.3804686129542
Retrofit measures 2 (Thousand households),104.96036721293483,107.2951177288791,110.79600759524287,108.75756581738932,94.61259567581644,93.17741575849557,109.08180551127245,98.79128770237382,95.47185847227213,116.41419426469967,110.83252440741157
Retrofit measures 3 (Thousand households),55.87279521639796,58.060045538610574,60.0455200269828,58.88246237121106,51.33690885948303,50.48464065974312,66.45190955253018,56.308900283338836,53.62423030127083,69.74954950865734,65.28976371522042
Retrofit measures 4 (Thousand households),21.12738877835178,22.397318671173466,31.83995347040167,31.212358280792316,24.57375064681894,24.177557452470076,40.119318054413704,34.41689553470914,32.11673170610777,46.147465771018744,42.34089627285678
Retrofit measures 5 (Thousand households),0.7874618317172613,0.8389725952763383,1.3251922385358876,1.2942628829081504,1.0302813048903294,1.0178567539716836,0.9964837511503281,0.8987564733210006,0.8810269354002342,0.8639889288215868,0.8496939732213825
Switch decarbonize (Thousand households),314.3009132777849,315.5272052141706,308.63294639449884,315.6114551350667,315.16112055766615,321.9416250999569,312.89815478056255,166.18865368368287,165.0147343804181,163.8991157088345,164.2360948644661
Insulation (Thousand households),601.7432859044305,606.2758952268897,615.5270371658441,605.6047964216901,569.317884790028,561.2364582772719,607.0776125140015,553.9606345538978,540.8961666171803,604.2179577817284,583.6615437795971
Insulation and switch decarbonize (Thousand households),8.390752752631673,8.546304272760358,8.160393400768871,8.285301281440194,7.884526680232387,8.039295114496532,7.762599272730703,3.840865700729111,3.8003581612498514,3.762374656967693,3.7525666025878017
Decarbonize measures (Thousand households),924.434951934847,930.3494047138206,932.3203769611118,929.501552838197,892.3635320279265,891.2173784917254,927.7383665672947,723.9901539383097,709.7112591588482,771.8794481475306,751.6502052466509
Rate Multi-family - Owner-occupied (%),0.017978828111446448,0.017796775825476265,0.019321114831975687,0.018845397131758597,0.01784627179550007,0.017384501548238954,0.01682812512548842,0.015879139723550744,0.015476039126217022,0.015084583205477503,0.014703728488588811
Rate Multi-family - Privately rented (%),0.006927744662309821,0.006859701279047874,0.007353771835351466,0.007197751887090952,0.006886224807404623,0.00673540995215069,0.013010434994024055,0.011802384785956422,0.01087965560382461,0.01768498734544918,0.015916937781233383
Rate Multi-family - Social-housing (%),0.015711717974289736,0.015550310917389218,0.016573114630098564,0.016228356360184503,0.01549072692167749,0.015142496695711893,0.014749691499444101,0.014048927274160511,0.013731537233897669,0.013422431215909915,0.013120899953052927
Rate Single-family - Owner-occupied (%),0.033166164827540326,0.033215084342957404,0.0327582215336071,0.03191151094120395,0.029435045793814688,0.02878219592710374,0.028073999725786062,0.02479230491045961,0.024296253088615993,0.02381319055430332,0.023342668799923975
Rate Single-family - Privately rented (%),0.012812582383720048,0.012916131759471738,0.012097776920480448,0.011858234250938758,0.011042851546525002,0.010847672532031716,0.019330176896674645,0.016785443223273293,0.015419782537794437,0.02836613293541904,0.025644380911168614
Rate Single-family - Social-housing (%),0.016149962596201328,0.016198647715896,0.013651448620464076,0.013423719385292396,0.012782980754726071,0.012592095400407287,0.012350165309712667,0.011262640029070231,0.011096960220641102,0.010934140938349211,0.010773604364667145
Rate Single-family - Owner-occupied C1 (%),0.025393643839020548,0.025400999906811862,0.0326700797002441,0.03188488822961473,0.027883655079483233,0.02740216329413232,0.027400466690789462,0.023450172452615145,0.02308979716560487,0.022733764444786073,0.022400675504786687
Rate Single-family - Owner-occupied C2 (%),0.031133160430773767,0.031157551397127857,0.03720765657819048,0.03619838422793701,0.03281069305762012,0.03214422006447502,0.031380451988293014,0.027505209783660733,0.027014393497577425,0.026531748508818495,0.026055390809774016
Rate Single-family - Owner-occupied C3 (%),0.03401993779859785,0.03423562263866654,0.034617713129494444,0.033683049392023025,0.031171396945963357,0.030435111250154894,0.02957620462231253,0.02627745081808211,0.02571172857279507,0.025161916305362648,0.024625396156358788
Rate Single-family - Owner-occupied C4 (%),0.03535686508258639,0.0354823383601155,0.03230491433688051,0.031427951018118475,0.02922318039677705,0.028491313202759133,0.027640977919522983,0.024517206870123563,0.023963553130708456,0.02342761814761997,0.022906644920353724
Rate Single-family - Owner-occupied C5 (%),0.03439538888480458,0.034260344669859374,0.02871232270631214,0.028057643242823654,0.026482517024584682,0.025926542657247156,0.02527582511904847,0.022481549706128874,0.022049810612171573,0.021630300622146166,0.021221020326320925
Rate Single-family - Owner-occupied C (%),0.022984354151050764,0.022705810555862724,0.02244048361954899,0.022354817241491028,0.021688182623557366,0.02174936283559072,0.021814633820556723,0.019686323040510944,0.01961599489378332,0.019548484572245967,0.019483348319807043
Rate Single-family - Owner-occupied D (%),0.029359724434600044,0.030015103830811282,0.029325593460652305,0.02919663766648497,0.028368488162446946,0.028408683318125665,0.028481405197128426,0.025689200149366185,0.02571612358853341,0.02574442202049886,0.025774319153808626
Rate Single-family - Owner-occupied E (%),0.034535729680498596,0.03525539926377128,0.034533850006392086,0.03442134690237787,0.0332663491458496,0.033241327403450836,0.033179982271946,0.029948012511677433,0.02990350105328381,0.029862521347365986,0.029823008585462715
Rate Single-family - Owner-occupied F (%),0.03891909197820256,0.03994782302713018,0.041660131079835,0.04167502812621123,0.03808880543350469,0.03802878418658323,0.03782594088190204,0.03406334988626791,0.03393924112216168,0.03382058067586773,0.033710410235199245
Rate Single-family - Owner-occupied G (%),0.05423411889451006,0.056005657399444124,0.06087403563230812,0.06140386322694256,0.05466146763375065,0.05482217162955569,0.05420962752600465,0.04960871402543661,0.04971685668435471,0.04983580043389135,0.04996622790945336
Retrofit at least 1 EPC (Thousand households),653.3824934281176,655.9758676173982,671.0042017860209,667.4386812905667,632.4405634519985,630.06728082008,667.9613009017077,520.1033346606811,506.69831368509426,569.7883967676821,551.1094628854827
Retrofit at least 2 EPC (Thousand households),267.819885966633,271.927883802262,290.2705856822852,289.5794695916277,266.0475871375946,265.9541624364208,311.68107937577804,223.69088442474649,214.20453030035864,281.0718965252378,264.72493328839215
Retrofit 5 EPC (Thousand households),0.1555347706839025,0.18276977970968353,0.3046216319207441,0.3081392994880824,0.24180527239280322,0.2495110863467716,0.5857546927152348,0.4222306991151813,0.3980055886628122,0.37564616957013536,0.3541088168369925
Retrofit 4 EPC (Thousand households),7.063609305830011,7.394517077486396,9.9434028871163,9.648532884493731,7.3941344075174955,7.232614509322476,41.10389092508855,35.50555950115435,31.529479176376256,29.183802796701883,26.002057607235315
Retrofit 3 EPC (Thousand households),68.42357115915998,69.93278368823592,78.72601093056687,77.01251650236428,63.60398913429853,62.10903729448095,79.52691588635207,61.55241151530355,57.56779569444753,104.57616756044698,95.42881032053673
Retrofit 2 EPC (Thousand households),192.17717073095912,194.41781325683,201.29655023268128,202.61028090528163,194.80765832338577,196.36299954627057,190.46451787162223,126.21068270917341,124.70924984087203,146.9362799985188,142.93995654378313
Retrofit 1 EPC (Thousand households),385.56260746148456,384.0479838151362,380.73361610373564,377.85921169893896,366.39297631440394,364.11311838365924,356.2802215259296,296.4124502359346,292.49378338473565,288.71650024244434,286.3845295970906
Epc upgrade all (Thousand households),402.2570416350446,410.7867195406603,466.7686114727362,455.4281593078844,378.80273946658474,369.3667047820978,555.2657254735334,487.1980909906494,455.21160333651443,630.2511731535064,579.7485449264689
Switch heater (Thousand households),1376.2141652246667,1368.1465789227937,1360.0103866915701,1351.8113234259783,1343.556949598019,1335.2529763683776,1326.9062452607639,1318.5265141192742,1310.1335721174341,1301.7173255542857,1300.6264154412822
Switch premature heater (Thousand households),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switch Heat pump (Thousand households),206.88147937478047,209.40761204640188,227.7228607879948,231.1467536561975,232.27740647929755,236.72717231963983,238.0012276335947,156.96233495193167,157.74155127005818,158.48994609435903,160.240224997046
Switch Electricity-Heat pump water (Thousand households),206.88147937478047,209.40761204640188,227.7228607879948,231.1467536561975,232.27740647929755,236.72717231963983,238.0012276335947,156.96233495193167,157.74155127005818,158.48994609435903,160.240224997046
Switch Electricity-Performance boiler (Thousand households),297.1320048996691,293.4256144701381,307.1380707280702,305.424871870361,302.59536619392344,302.2618875106689,315.2215196523544,391.8204939808245,391.85457419793096,391.89172483599066,394.6605041178281
Switch Heating-District heating (Thousand households),132.81693693689394,130.52948337651065,130.2483052803705,129.95071689587508,129.636603311825,129.30580320128823,128.95833813341164,128.59333317244608,128.21002418945832,127.8099945652161,127.68330412224023
Switch Natural gas-Performance boiler (Thousand households),495.7745184367396,492.7042496777106,478.8681034943181,466.09666101793107,462.42317718536674,448.5044008333309,437.59349300679264,504.41427278915523,498.46332398360676,492.4891933579183,488.9480375540167
Switch Wood fuel-Performance boiler (Thousand households),243.6092255765838,242.0796193520324,216.0330464008164,219.1923199856136,216.62439642760614,218.45371250344976,207.13166683461043,136.7360792249168,133.8640984763799,131.03646670080158,129.09434465015144
Switch from Direct electric to Direct electric (Thousand households),263.03549925034366,259.9278272981738,265.1962517047712,262.3845219617708,259.7020350449432,257.27238243387154,263.16233306574725,322.3904156206332,320.3312401073171,318.2360723969119,318.2522744205626
Switch from Direct electric to District heating (Thousand households),32.07542354119261,31.26008485960941,31.257434326859112,31.174166035860523,31.075631440306807,30.97359971341954,30.851662327851713,30.693494222847796,30.519159868770817,30.33218796232759,30.191147476799458
Switch from Direct electric to Heat pump (Thousand households),75.13568329503352,76.37920922720244,83.77059494477363,83.762364844531,83.92541524850157,83.82950961244622,81.04878529406089,42.897168711745046,42.7005659135502,42.45952674242495,42.847151616624714
Switch from Direct electric to Wood fuel (Thousand households),76.0261158834355,75.32220585037426,59.26608075899477,58.75647073226966,57.94207450990868,57.12045511338871,50.67049413706603,26.289200954823183,25.267630440156715,24.31962902153049,23.56290497960846
Switch from District heating to District heating (Thousand households),53.04554093689393,52.78094777651067,52.49976968037049,52.20218129587508,51.888067711825016,51.55726760128824,51.20980253341164,50.8447975724461,50.4614885894583,50.061458965216076,49.93476852224023
Switch from Heat pump to Heat pump (Thousand households),67.00780849127027,67.00223089643465,66.99646156828653,66.99052444632467,66.98439216093944,66.97806263612316,66.97153811689208,66.96480400409736,66.95778290016142,66.95056979232211,66.9495070532997
Switch from Natural gas to Direct electric (Thousand households),20.515018719797744,20.19991896535515,25.081582916515963,25.877319901638796,25.76889600260863,27.27510571446984,31.331465132497662,38.27081693170282,39.39035897388982,40.54193341569826,41.938180718749955
Switch from Natural gas to District heating (Thousand households),44.17372142149272,43.0744643093144,43.09548796332794,43.189947275613825,43.29941351370199,43.410949500191535,43.541919563014424,43.70635641559128,43.8718568212595,44.04775029230462,44.159408619830806
Switch from Natural gas to Heat pump (Thousand households),45.75005203170942,46.547900902408315,55.04614448112712,57.59260330514042,58.07289238824262,61.478829833320056,64.6184197762322,32.023288585128086,32.66213765675604,33.31281204738795,34.1360268747307
Switch from Natural gas to Natural gas (Thousand households),422.64901306827045,420.8166924644348,410.113517636718,401.57198727104844,398.91815803170425,389.0606034200068,380.8456221651048,427.13350833638066,422.90085934426,418.5944974363721,415.9584869785602
Switch from Natural gas to Wood fuel (Thousand households),46.73221518294002,46.95408122541805,41.999321830790564,44.818716623448786,44.68235610196987,47.18778972393179,45.72903205888827,22.564799518085042,22.483987703126882,22.387396199544973,22.289891912315767
Switch from Oil fuel to Direct electric (Thousand households),13.581486929527715,13.297868206609127,16.860236106783102,17.163030006951406,17.124435146371585,17.714399362327445,20.7277214541095,31.159261428488488,32.13297511672402,33.113719023380526,34.470048978515514
Switch from Oil fuel to District heating (Thousand households),3.5222510373146685,3.4139864310761805,3.3956133098129553,3.3844222885256534,3.373490645991204,3.3639863863889206,3.3549537091338624,3.3486849615609064,3.3575189099696954,3.3685973453677933,3.3979795033697346
Switch from Oil fuel to Heat pump (Thousand households),18.987935556767262,19.47827102035649,21.90965979380748,22.801261060201423,23.294706681613956,24.4407702377504,25.36248444640956,15.077073650961184,15.421064799590514,15.76703751222401,16.307539452390873
Switch from Oil fuel to Natural gas (Thousand households),73.12550536846918,71.88755721327576,68.75458585760012,64.52467374688266,63.50501915366252,59.443797413324184,56.74787084168776,77.28076445277463,75.56246463934683,73.89469592154623,72.9895505754566
Switch from Oil fuel to Wood fuel (Thousand households),60.059664080530816,59.391841261171365,54.8015379857741,56.165339850915615,55.128202307661844,55.92356569361632,53.23153834063626,31.177987963669437,30.27970602848763,29.415088842689823,28.845146631383397
Switch from Wood fuel to Wood fuel (Thousand households),60.79123042967747,60.411491015068705,59.96610582525699,59.451792778979545,58.871763508065754,58.22190197251293,57.50060229801987,56.704090788339165,55.832774304608684,54.9143526370363,54.39640112684382
Renovation Multi-family (Thousand households),166.52078093700507,167.02514784140214,181.950379674413,180.14980815285497,173.6593633094497,171.65378603320664,205.741316219763,194.28105816095027,188.11371773118137,227.55652605457084,216.60631349684732
Renovation Single-family (Thousand households),443.61325772005716,447.79705165824794,441.73705089219993,433.7402895502754,403.54304816081066,397.6219673585618,409.0988955669692,363.5204420936765,356.5828070472488,380.4238063841253,370.8077968853375
Renovation Multi-family - Owner-occupied (Thousand households),68.251669940725,68.45493365715309,75.28724583311391,74.37664331391959,71.3254738781374,70.34791597520656,68.93588954146428,65.83972952902656,64.9381067916942,64.04457323631804,63.156563637714136
Renovation Multi-family - Privately rented (Thousand households),36.92080950733113,37.01436809589687,40.16683386368027,39.78820778322982,38.516781191140744,38.11157926632583,74.46044923784824,68.3066390363814,63.66592511550603,104.62574692192463,95.18720022561173
Renovation Multi-family - Social-housing (Thousand households),61.34830148894894,61.55584608835218,66.4962999776188,65.98495705570555,63.81710824017156,63.19429079167425,62.3449774404505,60.13468959554231,59.50968582398113,58.88620589632816,58.262549633521445
Renovation Single-family - Owner-occupied (Thousand households),404.9410563730672,408.5769436301246,405.9474673216236,398.3624868176324,370.1242732309744,364.52706228904043,358.09911649683073,318.47837317356954,314.28859923847114,310.1662431407723,306.1101754572629
Renovation Single-family - Privately rented (Thousand households),25.88146069664265,26.28125897315436,24.79332088502374,24.47479223754206,22.950843854295243,22.699766580201533,40.72295640663756,35.59644399698446,32.915516809492274,60.94618400249723,55.454352745702714
Renovation Single-family - Social-housing (Thousand households),12.790740650347345,12.938849054968959,10.99626268555254,10.903010495100958,10.467931075541037,10.395138489319862,10.276822663500944,9.445624923122455,9.37869099928541,9.311379240855782,9.243268682371859
Replacement insulation (Thousand),864.4536385875218,879.6618556182389,925.744668270031,910.0707630437508,824.7040977626767,812.7304705049856,954.2064552148045,851.0184354180353,822.5330619342085,981.3048666668948,934.9004480896901
Replacement insulation average (/household),1.4168257855113786,1.4307581221597372,1.484308682361937,1.4824652921569843,1.4287953088449088,1.4276569231391003,1.5519584388305874,1.5256653756391116,1.5100758395122786,1.6140404784653812,1.591552588822599
Replacement Windows (Thousand households),109.15282374165227,111.87177029596715,113.53173134954288,111.8590078312729,101.78684170734172,100.54222462636078,122.52003201989781,109.11098929883225,105.25912519042296,126.97760330861834,120.65418647495683
Replacement Windows (Million m2),1.789171884700527,1.8357708736562206,1.8146153200576431,1.7863082746602823,1.6149115774250917,1.5946006165014526,1.8435285325340005,1.6315778394352265,1.581943043758203,1.8284932725658334,1.7507330112351291
Replacement Wall (Thousand households),139.58426046258913,145.97695260836318,179.94329038576026,176.2392043289004,140.81662773280058,138.31303597419418,188.6117648671299,170.08034826368709,161.33780847333696,227.71154638729342,211.66836437678728
Replacement Wall (Million m2),16.229972053025005,17.086012404675905,20.65676902447045,20.14435492130787,15.263757676711792,14.947824849286109,18.140768310858153,16.186733261861615,15.459581137546875,20.357558014493797,19.110002110639332
Replacement Roof (Thousand households),510.87289161753586,513.3086109339675,520.9909112460596,512.6250122530225,486.71810144933676,479.8713137563861,519.7295333899016,466.1509910324474,455.0661236062413,497.8360139672405,481.66318670268436
Replacement Roof (Million m2),33.27693562038356,33.45793936406407,33.349472162470875,32.750155180463736,30.91849294583551,30.459136173912594,31.457856788490915,27.738961308388628,27.20872051619806,28.526399821930173,27.83601277756092
Replacement Floor (Thousand households),104.84366276574453,108.50452177994099,111.27873528866822,109.34753863055495,95.38252687319758,94.00389614804466,123.3451249378752,105.67610682306857,100.87000466420726,128.77970300374253,120.91471053526163
Replacement Floor (Million m2),6.33593746382621,6.590468742359791,6.161510910960634,6.028955838239641,5.07558304623001,4.992565130580247,5.889911884571863,4.829002260438882,4.64486199560706,5.495494474685382,5.224069288500716
Investment Windows (Billion euro),1.0230663753906082,1.0497121432653633,1.0376151861621608,1.021428934533496,0.9234225890874415,0.9118085785216956,1.0541480501882665,0.9329525243674567,0.904570851851378,1.045550738185869,1.001086643154359
Investment Wall (Billion euro),2.73961928255062,2.8841188939092928,3.4868626113306123,3.4003671107167683,2.5765222958289504,2.5231928345594956,3.0621616908728555,2.732320574602241,2.609577296017912,3.4363557928465527,3.225768356275919
Investment Roof (Billion euro),2.913894867598886,2.9297444604142697,2.920246529906762,2.8677673383773072,2.7073778348020867,2.6671542590686568,2.754607229684207,2.42896214696905,2.382531612000883,2.4979142004073154,2.4374604588671223
Investment Floor (Billion euro),0.35427394328984246,0.3685060597290477,0.3445208825863639,0.33710906569516946,0.28380122602995106,0.27915927927639456,0.32933442302583577,0.27001366139244,0.2597174584843687,0.3072805735520332,0.29210383426651754
Embodied energy Windows (TWh PE),0.2773354099932992,0.2846398273236531,0.27919805443694207,0.27479128779926615,0.24805880013989953,0.2449256433493284,0.28183114217207694,0.24895562657748738,0.24148402824164242,0.27803440375663274,0.2664041082361075
Embodied energy Wall (TWh PE),2.9327352768680526,3.077735137077533,3.767747675035239,3.681534386944439,2.8605211230157805,2.8051044060130916,3.5119656985546674,3.154118567150797,3.0090854796960884,4.013214666556577,3.7591546861104628
