,2020,2025,2030,2035,2040,2045,2050
offshore_f,0.0,0.0,0.0,0.0,0.0,0.0,103.89555477344308
offshore_g,0.0,0.0,0.0,28.536408742915523,49.24831831438659,69.96022788585759,90.67213745732846
onshore,25.672679102256538,32.99567158507232,70.9060670925648,112.35595065606587,148.76496757752415,185.4584299436827,220.16077419694878
pv_g,9.524232366375484,20.500689969621988,34.1136857993546,53.922864576403946,63.24346067332904,79.35756839292128,93.56781365171575
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.30218636999997,15.302186369999596,15.302186369999621,15.302186369999717,15.302186369999715,15.302186369999749,15.302186369999726
nuclear,377.1732627930449,377.16929901206026,364.90066996217513,320.1299833485168,290.77718238254187,266.88433398750374,146.38987500306322
methanization,0.0,0.0,18.999999999999922,25.749999999994827,32.49999999999497,39.24999999999385,46.00000000000614
pyrogazification,0.0,0.0,0.0,0.0,3.0187258819085456,3.018381278497369,19.20219203105298
natural_gas,160.87712127175885,151.27365145584633,91.52065454688206,70.63994726961134,47.98477101027472,30.54977446720623,17.47585291279138
