,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,631,82.54,24.728982191554234,74.4308099422633,0,2006-01-27 07:00:00,2020
0,631,68.01514812826281,25.661058073615106,69.1700708833952,0,2006-01-27 07:00:00,2025
0,631,71.68718540294444,27.793001932710414,63.01803765825504,0,2006-01-27 07:00:00,2030
0,631,78.8863618513051,31.522842536770224,55.272454353878196,0,2006-01-27 07:00:00,2035
0,631,87.15691624082311,35.37022651329998,47.07674902773172,0,2006-01-27 07:00:00,2040
0,631,94.8348093141953,38.66005648217009,38.804107004772504,0,2006-01-27 07:00:00,2045
0,631,101.84850650966246,42.038204831112246,32.67949157612929,0,2006-01-27 07:00:00,2050
