,2020,2025,2030,2035,2040,2045,2050
offshore_f,0.0,0.0,0.0,0.0,0.0,16.938923294989184,140.29570870000032
offshore_g,0.0,0.0,0.0,23.389550846364074,39.122495857222916,54.771494200112414,70.42049254300137
onshore,25.672679102256538,32.99567158507232,57.88150590265522,93.01366041654086,119.75153221823733,146.77384946463263,171.80504859813507
pv_g,9.524232366375484,19.245235382753574,34.1136857993546,62.55360726609468,76.34414659424813,83.92235614740052,107.13525489080881
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999934,15.302186369999594,15.302186369999637,15.302186369999697,15.302186369999758,15.302186369999719,15.302186369999758
nuclear,377.17326279304416,377.1690129798651,364.9016922995775,320.13116115895184,299.88099761675545,275.9736393731656,143.84158627525687
methanization,0.0,0.0,18.999999999999922,25.749999999994827,32.49999999999497,39.24999999999385,46.00000000000614
pyrogazification,0.0,0.0,0.0,0.11542560600879834,9.60109601552649,14.399999999998242,19.20219203105298
natural_gas,154.4596310661668,132.27314665015749,95.77661175989508,72.88614253093779,47.991686974271566,30.56083010199407,17.484718373532072
