,Electricity,Natural gas,Oil fuel,Wood fuel
2020,38.99302728551144,125.99935138537198,36.3452405523184,72.19341658684618
2025,39.61509072452453,114.56936471327342,23.59325650917512,78.89372218869396
2030,41.31477684300174,101.29692646598758,12.445526907084204,81.21792234386011
2035,45.101155093042706,85.87676272967256,3.9680390945290314,81.91164322542552
2040,49.15017908836971,70.42889860888008,0.0,80.53707879127515
2045,52.32178751331461,56.31455071457341,0.0,77.27551785245657
2050,55.63696684252654,45.9624165232927,0.0,73.97349548970679
