,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,631,82.54,24.73456292715495,74.2597276322109,0,2006-01-27 07:00:00,2020
0,631,66.97115036579302,25.89761041544442,68.58365676792062,0,2006-01-27 07:00:00,2025
0,631,69.20230952975349,28.504974617729268,65.32806512941674,0,2006-01-27 07:00:00,2030
0,631,75.38187793466436,32.450835970914305,61.356774914150535,0,2006-01-27 07:00:00,2035
0,631,81.53113104223961,36.33106267400752,55.164757415731174,0,2006-01-27 07:00:00,2040
0,631,87.28357998272438,39.363285319454874,48.04216845360778,0,2006-01-27 07:00:00,2045
0,631,93.33771886101405,42.697197902707146,42.48214118408402,0,2006-01-27 07:00:00,2050
