,Electricity,Heating,Natural gas,Oil fuel,Wood fuel
2017,0.17137433079999997,0.0746,0.09231848479999999,0.1064409848,0.0616
2018,0.17137433079999997,0.0746,0.09231848479999999,0.1064409848,0.0616
2019,0.1699519275,0.07554741999999999,0.0943655652,0.110135044,0.06238232
2020,0.17176297852125,0.076506872234,0.09855101507807998,0.11604931926120002,0.063174575464
2021,0.1735984787312869,0.07747850951137178,0.102329806434892,0.12171521038441878,0.06397689257239278
2022,0.1754587581941593,0.07846248658216619,0.1060532844698149,0.12740410862406926,0.06478939910806217
2023,0.17734415142978044,0.07945896016175971,0.10992042024526097,0.13338741200326562,0.06561222447673457
2024,0.1792549974740825,0.08046808895581405,0.11353437048706928,0.13912352543092213,0.06644549972758908
2025,0.1719216821731239,0.08149003368555288,0.11656410797201727,0.14488386082087712,0.06728935757412946
2026,0.1719216821731239,0.0825249571133594,0.11950323782091726,0.1509398372130783,0.06814393241532091
2027,0.1719216821731239,0.08357302406869906,0.12219018450941728,0.15674988089686454,0.06900936035699547
2028,0.1719216821731239,0.08463440147437153,0.12481983911931727,0.1625854255363803,0.06988577923352932
2029,0.17192168217312392,0.08570925837309605,0.12757943630741725,0.1687179122981597,0.07077332862979514
2030,0.17366423862888333,0.08679776595443436,0.1325652807890288,0.17460578998091789,0.07167214990339352
2031,0.17366423862888333,0.08790009758205566,0.1366702710365288,0.18295951514758774,0.07258238620716662
2032,0.1736642386288833,0.08901642882134778,0.14068854910402878,0.19134055225964103,0.07350418251199763
2033,0.17366423862888333,0.09014693746737887,0.14462143879152878,0.1997493738137328,0.07443768562989997
2034,0.1736642386288833,0.09129180357321458,0.1484702459940288,0.20818646048071043,0.07538304423739971
2035,0.17852263241510327,0.0924512094785944,0.1591494964866007,0.21665230124702672,0.07634040889921469
2036,0.17852263241510324,0.09362533983897255,0.16283398649410072,0.2251473935586003,0.0773099320922347
2037,0.17852263241510324,0.09481438165492749,0.1664382072616007,0.2336722434671641,0.07829176822980609
2038,0.17852263241510324,0.09601852430194506,0.16996339565910068,0.24222736577914603,0.0792860736863246
2039,0.17852263241510327,0.09723795956057975,0.17341077204160069,0.2508132842071253,0.08029300682214092
2040,0.18800200518824975,0.09847288164699912,0.18736526304568346,0.25943053152390855,0.08131272800878211
2041,0.18800200518824978,0.099723487243916,0.19033024110298344,0.2675376497192722,0.08234539965449364
2042,0.18800200518824978,0.10098997553191373,0.19322757699948345,0.27567719015941555,0.0833911862301057
2043,0.18800200518824975,0.10227254822116903,0.19638212163258345,0.2843917137491735,0.08445025429522805
2044,0.18800200518824975,0.10357140958357787,0.19946464645288342,0.2931397910970342,0.08552277252477743
2045,0.19465186787460848,0.1048867664852893,0.20132179306120937,0.3024640026830129,0.0866089117358421
2046,0.19465186787460845,0.10621882841965247,0.20473173077000936,0.31209393902942906,0.08770884491488729
2047,0.19465186787460845,0.10756780754058205,0.2082191021793094,0.3220302008746382,0.08882274724530635
2048,0.19465186787460848,0.10893391869634743,0.21193442516390937,0.3325443993497694,0.08995079613532174
2049,0.19465186787460845,0.11031737946379103,0.21571728951290936,0.34336615615852045,0.0910931712462403
2050,0.2073906408078995,0.11171841018298116,0.22219175135715824,0.3542251037600629,0.09225005452106756
