,2020,2025,2030,2035,2040,2045,2050
offshore_f,0.0,0.0,0.0,0.0,0.0,0.0,89.37996335745984
offshore_g,0.0,0.0,0.0,5.53647978799332,39.122495857222916,54.771494200112414,70.42049254300137
onshore,25.672679102256538,32.99567158507232,38.57738191531908,93.01366041654086,119.75153221823733,146.77384946463263,171.80504859813507
pv_g,9.524232366375484,11.646147840630004,34.1136857993546,54.19526867072314,56.42076290809209,53.93226977975242,84.6795203737051
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999943,15.302186369999594,15.302186369999616,15.302186369999667,15.302186369999806,15.302186369999758,15.30218636999977
nuclear,377.17326279304285,375.2310699807142,364.90530813315917,320.1332645872973,276.19533365159515,265.700096431195,144.46690097390504
methanization,0.0,0.0,18.999999999999922,25.749999999994827,32.49999999999497,39.24999999999385,46.00000000000614
pyrogazification,0.0,0.0,0.0,0.0,9.60109601552649,14.399999999998242,19.20219203105298
natural_gas,156.5608108719648,134.51034369560404,94.06109023696649,71.97211024790103,47.99003719334623,30.558724917058488,17.482384367806613
