Technology,2025,2030,2035,2040,2045,2050
phs,0.5,0.5,0.5,0.5,0.5,0.5
offshore_f,2,2,2,2,2,2
offshore_g,4,4,4,4,4,4
onshore,12.5,12.5,12.5,12.5,12.5,12.5
pv_g,25,25,25,25,25,25
pv_c,0,0,0,0,0,0
nuclear,0,0,3.5,3.5,3.5,3.5
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
