,2020,2025,2030,2035,2040,2045,2050
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999895,15.302186369999584,15.302186369999616,15.302186369999697,15.302186369999717,15.30218636999973,15.3021863699997
phs,1.370973213331616,0.024413868320184343,0.9266982764076309,3.3325680951334737,4.084543906862385,6.607275290556638,12.526253014951532
offshore_f,0.0,0.0,0.0,0.0,60.45893767830779,109.06709579999948,140.29570870000032
offshore_g,0.0,0.0,0.0,18.01566214133702,38.87632857155014,54.42686000017003,69.97739142879016
onshore,25.672679102256538,32.98998792967364,61.38859833897555,92.99763838795901,119.73090446890163,146.74856699751345,171.77545439243787
onshore_V110,,,,,,,
pv_g,9.524232366375484,20.287114360946813,34.37971077565834,61.4921538867722,58.99858586886292,66.44656046537213,90.61675316692367
pv_g_ns,,,,,,,
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methanization,0.0,0.0,17.181058277607356,25.170304278210605,32.49999999999497,39.24999999999385,46.00000000000614
ocgt,1.4320798373399666,0.0,0.020510788242719943,0.8324149477540067,3.5781608216113527,3.8380915497038823,4.267014373785877
ccgt,6.655054885698114,0.22480639334094962,0.12571754843693309,2.3829066126171234,4.297475330925877,10.415149335257574,14.030882786089325
coal,6.891912758016869,0.0,0.0,0.0,0.0,0.0,0.0
nuclear,377.17326279304393,377.17338313584986,364.9084277223206,320.142533297223,264.3322999999939,210.63969659367288,159.69611863997514
h2_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery1,0.0,0.0,0.0,0.03614752307546272,0.0936545592706992,0.20794255125456268,0.28649515814365345
battery4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrolysis,0.0,4.800000000001015,20.00000000000035,23.200000000001804,26.39999999999912,33.59999999999688,39.99999999999733
hydrogen,0.0,0.0,0.32349543566997063,3.6273329537872434,4.87209931082812,6.9585969583232705,8.917198265468137
methane,0.0,0.016774784427689156,8.018011480811426,12.10290570098696,22.03015045887544,30.70899585957832,43.300221765587004
methanation,0.0,0.0,0.0,0.0,8.386243948526065,10.12805591312009,11.869845283893897
pyrogazification,0.0,0.0,0.0,0.0,0.0,4.756153129435329,14.207392813802226
natural_gas,158.52406365711457,134.86801698976993,95.21787135148463,72.72227611486487,47.99032015493288,30.558188428934827,17.483276403021726
geothermal,0.002979967746521579,0.0023434500869258875,0.009405464147058232,0.007897857864562749,2.06,2.1999999999999975,2.359999999999998
central_gas_boiler,13.293490250402176,16.398232777298613,19.097474116187573,21.013196600364108,20.09206203288762,18.30245733802146,22.406521295683323
central_wood_boiler,0.02226370101033412,0.016055127640821863,0.0044047634010229006,0.003937790726518458,0.07935025017075828,3.188607331430222,0.003679468465308119
uiom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
