,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,991,66.395,29.75014623238504,88.1330521165024,0,2012-02-11 07:00:00,2020
0,991,73.06478006349784,31.854637249896548,81.36314726944319,0,2012-02-11 07:00:00,2025
0,991,84.1459489153098,41.606530753805785,59.83446814850218,0,2012-02-11 07:00:00,2030
0,991,98.6728235417796,52.96254284827043,38.59179147073821,0,2012-02-11 07:00:00,2035
0,991,112.7910929488865,63.0548666516543,18.80651259938558,0,2012-02-11 07:00:00,2040
0,991,124.65514783760645,70.8590678165149,3.2718378047638947,0,2012-02-11 07:00:00,2045
0,991,130.0189599003373,72.85094146910376,3.3325853229884492,0,2012-02-11 07:00:00,2050
