,2020,2025,2030
ocgt,3.580199593349903,0.0,0.0
ccgt,11.675534887189444,0.09477833260788256,0.03595187285860898
methanation,0.0,0.0,8.059176252985084
electrolysis,0.0,6.000000000000293,25.000000000001467
h2_ccgt,0.0,0.0,0.0
