,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034
Ratio expenditure Multi-family - Owner-occupied - C3 (%),0.02560924054879603,0.02508416649829055,0.024402581229037927,0.02408132783352672,0.023493578527559008,0.022923925289033042,0.022036859422479384,0.021431406651819453,0.020829581778488367,0.020250771949291303,0.019697462652146645,0.01930166038863405,0.018698543893953097,0.01812181280079466,0.0175700028825601,0.017041757850858073
Ratio expenditure Multi-family - Owner-occupied - C4 (%),0.019673810568902512,0.019258297691218153,0.018717054631149165,0.018453270668842184,0.017986989129162616,0.017534941875208404,0.01683936373403157,0.016366242746567974,0.01589615589546731,0.015444709922208547,0.015013550786081534,0.014702993798727632,0.01423589810573725,0.01378985644375636,0.013363683609701266,0.012956281946129168
Ratio expenditure Multi-family - Owner-occupied - C5 (%),0.012457255547129724,0.012193645398346142,0.01186467602323848,0.011706962557855477,0.011419968625582241,0.011140458922587387,0.010706538152779358,0.010399967213469617,0.010105489165983516,0.00982247409655556,0.00955172229070086,0.009357430152737108,0.009063125258741533,0.008781915629022316,0.008513064506277665,0.0082558900155451
Ratio expenditure Multi-family - Privately rented - C1 (%),0.04530430309343564,0.044466522894081824,0.043360068911637926,0.042769708706233305,0.041856458244896415,0.04095486436078347,0.039276796251826666,0.03786369508361968,0.036508820672844125,0.035449404120757345,0.0339334786122274,0.03272034531674069,0.03130188439540031,0.030002246158269727,0.028807438657648114,0.027963147729557637
Ratio expenditure Multi-family - Privately rented - C2 (%),0.02818893326618383,0.02767178760858201,0.02698899670747307,0.026648489564459275,0.026087693190965662,0.025535161553238848,0.024490065269901936,0.0237082592129397,0.022952010547186905,0.02230826958260175,0.02147745705623419,0.020829099265438796,0.020025568193996812,0.019282301083860278,0.018592558194620887,0.018073753206672795
Ratio expenditure Multi-family - Privately rented - C3 (%),0.021101123497706025,0.020714906263454996,0.02020674957526423,0.019955940423365872,0.01953822058399829,0.01912634323356009,0.01833553644976871,0.01776057964562282,0.017205138266570413,0.016716189900792516,0.01611166511587246,0.01564270366879094,0.015054121318727628,0.014508664714031288,0.014001577809294853,0.013600279312624818
Ratio expenditure Multi-family - Privately rented - C4 (%),0.016379205081118616,0.016080100087658172,0.015689010234465717,0.015497874715480552,0.015175404602896916,0.014856953569931849,0.01423793479917033,0.01378265888875476,0.013345841854394462,0.012952976240310735,0.012479496452136956,0.012112565499122417,0.011653372424810871,0.011228353393907774,0.010833702655510499,0.010508003484272707
Ratio expenditure Multi-family - Privately rented - C5 (%),0.010676578483739638,0.010483244686876586,0.010231282295728377,0.010111941647451746,0.009903363721883673,0.009696464637036443,0.009288210459919625,0.008979755455254762,0.008686862360980275,0.008414269762040225,0.008089115340306739,0.007836122130523752,0.0075251213645336264,0.007238525551441102,0.006973531922116723,0.006741293812157615
Ratio expenditure Multi-family - Social-housing - C1 (%),0.04155610082154809,0.04075652809992805,0.039768237350143246,0.03940076662216813,0.03854145424241065,0.037720385463722986,0.03652552005758971,0.0355853083103884,0.034674078968754504,0.033795499254124076,0.032956811540509036,0.03240216770461779,0.031472286072516245,0.030581129240921632,0.02972657031516655,0.028906643963420967
Ratio expenditure Multi-family - Social-housing - C2 (%),0.02749919587806642,0.026974599961360163,0.026322392655294895,0.02608414617407151,0.02552105602381423,0.024980241718718692,0.024192552760679976,0.023575884826293685,0.022977837338265805,0.02240113138188089,0.021849963556748026,0.021484996213779882,0.020873656176158006,0.020287710848243865,0.019725771742392217,0.01918655590534935
Ratio expenditure Multi-family - Social-housing - C3 (%),0.020997969994708963,0.02059836171529066,0.020099942271775136,0.019917130588935503,0.019488396053643425,0.019075034615851333,0.01847132484275793,0.018001384223824884,0.017545990914932336,0.017106800575684367,0.016686707732475964,0.016406645931514943,0.015940703489442626,0.01549408118316102,0.015065726746510098,0.01465466788767077
Ratio expenditure Multi-family - Social-housing - C4 (%),0.016422776528018202,0.01610952973277286,0.01571864642994398,0.015571153801101696,0.01523532284183556,0.014910217464272645,0.014436605597915127,0.014069288174803582,0.013713588358606947,0.013370419483789437,0.013041798005018427,0.012818423105535529,0.012453804468442227,0.01210420032422042,0.011768800186749277,0.011446855387876204
Ratio expenditure Multi-family - Social-housing - C5 (%),0.010652491141101927,0.010445403363274885,0.010186691881261116,0.010081198511516907,0.009859041630802543,0.009642324887315349,0.009327112804380864,0.009085226601463799,0.00885155543360858,0.008626000230725139,0.008409548385103481,0.008255896712424628,0.008015995101210078,0.007785872326875587,0.007565008101593357,0.007352922111309453
Ratio expenditure Single-family - Owner-occupied - C1 (%),0.088293345051602,0.08672358769126484,0.08500451710534956,0.08387023928207202,0.0816667246412682,0.07992131704080953,0.07722825775857785,0.07597228862484831,0.07433035856303397,0.0727188703559077,0.07115050922038875,0.06993972395131723,0.06820384117517671,0.06648860800425559,0.06481169618308134,0.06327346674023815
Ratio expenditure Single-family - Owner-occupied - C2 (%),0.05812837369765966,0.05695447600865451,0.05590422222442199,0.054992719918670385,0.053368167842436726,0.05204709012259263,0.05007171275104353,0.04906116439473841,0.04787894341979058,0.04672821688946009,0.04561518965823724,0.04476181551891473,0.04355261556632041,0.042425097337328695,0.041266861310321715,0.040144855639269734
Ratio expenditure Single-family - Owner-occupied - C3 (%),0.04325790367036105,0.042264136013994265,0.04130234610257074,0.04066237041968004,0.03953570523766703,0.038557283238817235,0.03707406467025267,0.03615887941105802,0.03523726162684061,0.03434648533297103,0.03349035562685462,0.032837617912898145,0.03192594578200673,0.031047007711248357,0.030199166037333903,0.029380931256168617
Ratio expenditure Single-family - Owner-occupied - C4 (%),0.03259928407347779,0.03178622959563545,0.030962368158060236,0.030497834485345092,0.029668401999344916,0.028941029047385238,0.027826115995687246,0.02714647255715762,0.02646148221768847,0.025799969388823056,0.0251644503482292,0.024685731810929822,0.024009645844225953,0.023358115289119095,0.022729873756611414,0.0221237730435541
Ratio expenditure Single-family - Owner-occupied - C5 (%),0.019555664174768273,0.019094977373270008,0.018628683953343342,0.018428666274502997,0.018004936878384524,0.017622918021742068,0.016997728395555137,0.016611661770900822,0.016233648156464765,0.0158669541511698,0.01551299145125767,0.015262614295067504,0.01487882135313535,0.014507583645992422,0.01414830675834367,0.013800451460464018
Ratio expenditure Single-family - Privately rented - C1 (%),0.07407984458452536,0.07263280519974326,0.0711826861260983,0.07038957450650889,0.06888643245971876,0.06748264580350664,0.0659009549157506,0.06363483760090205,0.06141022338409548,0.061280166996255145,0.058468029472087395,0.05620331341700789,0.05372259093792064,0.05147825285234717,0.049439755001217896,0.04885013862899691
Ratio expenditure Single-family - Privately rented - C2 (%),0.04927458222650612,0.048313261165314834,0.04734212277021724,0.04682405776346148,0.045837604989298605,0.04490791263955552,0.04373220403585515,0.04224025961713094,0.04078749749554726,0.040510468701399016,0.03869484711709567,0.037235824364352396,0.03562854675597991,0.03417238759411813,0.03284797168696687,0.03236810628481643
Ratio expenditure Single-family - Privately rented - C3 (%),0.03650461258810161,0.03580085676161642,0.03508604100014604,0.03470884011466357,0.03399300216870146,0.03331461004507785,0.03233881810877982,0.03128598237358155,0.030261099186330864,0.02997977285635889,0.02870600773818427,0.027690874669340653,0.026552950418792243,0.025518710928334697,0.024574977562651996,0.024210896308028685
Ratio expenditure Single-family - Privately rented - C4 (%),0.027899084703235655,0.027363710529884004,0.026820104430069897,0.026544070804712588,0.026005968754405296,0.025493917638688864,0.02471643421173326,0.023929017424503783,0.02316722301232627,0.022912286112688928,0.02196654207613243,0.021218849091416803,0.020369600791806795,0.019596414098684567,0.018889674539445782,0.018586492191395847
Ratio expenditure Single-family - Privately rented - C5 (%),0.01681867792917962,0.016504360856527636,0.01618283418743498,0.0160351823025483,0.01572317746206777,0.015423685006299688,0.014926566756415419,0.014476452599538073,0.014041956601928978,0.013846157470678851,0.01330468322838274,0.0128849284831586,0.012393708655860905,0.011945021016283187,0.01153354546356094,0.011322004510182867
Ratio expenditure Single-family - Social-housing - C1 (%),0.05698977263412697,0.05605572034527302,0.055214751181622924,0.05503329251879844,0.054100427380253294,0.05327028296990443,0.05161656612782762,0.05056762463407113,0.04955915152164921,0.048577188591911,0.047631559647207264,0.047119923039556734,0.04605937855563546,0.04503086796821418,0.04403289170655397,0.04306405110628213
Ratio expenditure Single-family - Social-housing - C2 (%),0.03852831881866926,0.03789397422059549,0.03730067348533996,0.03717205531926408,0.03654593991517201,0.035977887860005144,0.03484443121631421,0.03413566822335797,0.033454381100847926,0.032790996897428086,0.03215126670846502,0.031802768593328326,0.031085732525019803,0.03039033039645971,0.029715555009319498,0.02906046588305595
Ratio expenditure Single-family - Social-housing - C3 (%),0.029268992680334293,0.02879291826236771,0.028339663999557806,0.028247190056425526,0.027779330472072726,0.02735072519810118,0.026490411644271808,0.025956337244684307,0.025443027021032755,0.02494314266013899,0.02446069500997001,0.024200428487553455,0.02365940656838431,0.023134667543863688,0.022625459896189606,0.022131081563861576
Ratio expenditure Single-family - Social-housing - C4 (%),0.02280464233926164,0.022434279495002468,0.02207433272194857,0.022004877873935583,0.021642694093115464,0.021307767239747876,0.02063912525899001,0.02022347421523906,0.019824386221961875,0.01943571539517343,0.019060299444133462,0.018858954315667767,0.018437803642830937,0.018029316601642142,0.017632910924745795,0.017248042376972594
Ratio expenditure Single-family - Social-housing - C5 (%),0.014054674324469824,0.013826028890799804,0.013599224803204347,0.013558064584170639,0.013336747412891438,0.013128930703260778,0.012717811418970972,0.012463256234781173,0.012217836334191857,0.011978849761955424,0.011747728648039493,0.011625078792820398,0.011365971571844335,0.011114671218993389,0.010870818285619404,0.010634076587964366
Stock Multi-family - Owner-occupied - C1,339192.1832338735,343506.0057558272,347802.34466872097,352086.59954468027,356358.48689690966,360619.0328362543,364868.117081688,369100.348398431,373316.23882027954,377516.1411126418,381691.06851346797,388219.01812791626,394716.7225617685,401184.49119055993,407622.50437423395,414031.0521556081
Stock Multi-family - Owner-occupied - C2,489664.6784822572,496022.56951040163,502362.02817471494,508688.8429096209,515002.80083158775,521305.1641612928,527595.8860674787,533868.1684367978,540122.4850616478,546359.3834345697,552567.6133632746,562178.4121778747,571754.300664681,581295.8594938575,590803.5063613018,600277.7953886483
Stock Multi-family - Owner-occupied - C3,672284.2684601205,681073.1739383087,689843.2301044965,698601.8925299551,707349.2464117919,716086.8949241845,724814.9675251895,733524.6416700049,742219.1679533562,750899.4758492548,759551.4747423254,772885.6454641924,786184.5882022752,799449.514903357,812681.4273057781,825881.4924937927
Stock Multi-family - Owner-occupied - C4,901083.0759696483,912929.2591174138,924755.7671325428,936574.1912150945,948385.028324249,960190.2365147222,971990.207582791,983773.7747164761,995544.4481837918,1007303.5544173958,1019033.5152992749,1037047.2451005651,1055023.9109162283,1072965.38208802,1090873.259349471,1108749.3429897502
Stock Multi-family - Owner-occupied - C5,1444253.1134724258,1463092.3757156115,1481895.89401573,1500676.4095723056,1519434.5260163397,1538173.516104721,1556893.859496868,1575576.107363302,1594228.6388784575,1612853.5913583087,1631420.631961615,1660050.0352468616,1688606.987570974,1717094.2743829598,1745514.2168818226,1773869.4804697277
Stock Multi-family - Privately rented - C1,1611071.9551469937,1630115.6818234066,1649033.6311418752,1667828.8069587257,1686497.683648068,1705047.6871822733,1723476.1545954607,1741890.9087358306,1760300.509758914,1778698.321655417,1797207.1790249732,1827127.5239178452,1857099.6034564786,1887114.0790883838,1917161.2112618983,1947232.2066352682
Stock Multi-family - Privately rented - C2,983486.662865301,995690.1858825878,1007832.9149700322,1019916.5414900649,1031939.4360639771,1043905.4992513098,1055813.5213783085,1067699.397114379,1079567.7646964458,1091416.3681081363,1103296.1627982892,1122099.9630313225,1140906.7370291145,1159712.6121278978,1178513.4848458595,1197305.7238663754
Stock Multi-family - Privately rented - C3,938755.3808267034,950554.1833873803,962298.8927136532,973990.9493955334,985628.9171032751,997216.3363952986,1008752.143437514,1020266.9547790353,1031764.997186853,1043244.3491778243,1054748.697729364,1072855.7184953294,1090962.6458665072,1109066.137780286,1127162.6401559208,1145249.0218246826
Stock Multi-family - Privately rented - C4,912683.2187466712,924152.1277116614,935567.5005985405,946930.3216965253,958239.1506561252,969497.3819758624,980703.9362661857,991892.8374458193,1003068.426145036,1014228.5701639224,1025416.7097258669,1043027.618016745,1060641.7634002287,1078255.7197960967,1095865.8625700169,1113468.983803464
Stock Multi-family - Privately rented - C5,949918.2106946966,961563.8642941001,973144.5033214717,984660.500763646,996110.046735448,1007496.9354229384,1018819.777151777,1030123.3843309797,1041413.6792841298,1052687.8198478757,1064006.3740239507,1082027.6975956091,1100063.293579903,1118108.568031934,1136158.7199375795,1154209.450744602
Stock Multi-family - Social-housing - C1,1655601.3447243276,1678095.7182647097,1700556.8057065755,1722990.8222102488,1745397.8113637187,1767781.4312990503,1790141.780048712,1812462.0676792401,1834750.7303122364,1857009.546698067,1879211.7182748022,1912944.7581462248,1946608.042345349,1980203.8640194663,2013734.1126015258,2047200.9866900193
Stock Multi-family - Social-housing - C2,1025811.8850302993,1039808.9961596536,1053787.0656966288,1067749.7877527468,1081697.2011875552,1095631.5207613532,1109552.8225990722,1123451.114157794,1137331.4441350647,1151194.9001403823,1165025.5557684184,1186002.2033289915,1206938.3510012128,1227835.4257797324,1248694.6142526506,1269517.2862753994
Stock Multi-family - Social-housing - C3,675457.2147564057,684671.6023829026,693873.8335020792,703066.348389899,712249.1781333524,721423.7952533808,730590.2594463922,739741.9960956165,748882.3516254853,758012.0554580418,767120.6478650431,780935.1476349994,794723.5210125394,808486.7367437835,822225.6055190344,835941.0582479564
Stock Multi-family - Social-housing - C4,410708.2405680517,416278.5479331184,421841.44653519575,427398.50229645125,432949.7432654906,438496.11998904427,444037.682689947,449570.26756776625,455096.06691422634,460615.56317634217,466122.1353987733,474490.55325904425,482842.9356810224,491179.93697810825,499502.1118333874,507810.09160717623
Stock Multi-family - Social-housing - C5,190915.53075473948,193439.15267432694,195958.40609465295,198474.18818546817,200986.51345785108,203495.90733385322,206002.3992201214,208503.6636426817,211000.99117390573,213494.6555030005,215980.94072017164,219797.16908355002,223604.27556155072,227402.62926251546,231192.5445870711,234974.38045220557
Stock Single-family - Owner-occupied - C1,1115133.9426440191,1122799.1349357723,1130379.5607199143,1137903.3284527767,1145370.469911261,1152764.8907129364,1160086.0386677987,1167305.5831151323,1174418.213052404,1181424.835453582,1188277.5375024802,1200560.1170400511,1212662.177581454,1224584.1636325484,1236325.897126943,1247887.7671798375
Stock Single-family - Owner-occupied - C2,2154637.9320120937,2169814.021991146,2184886.6370524894,2199926.682892688,2214935.712557091,2229893.122708306,2244801.327925513,2259609.6032587467,2274296.6737232674,2288867.0327172144,2303241.181822466,2328208.395958601,2352945.4861625256,2377458.463297978,2401762.6466663647,2425864.124798164
Stock Single-family - Owner-occupied - C3,2703469.4592825696,2723270.890287407,2743035.226068293,2762774.682609734,2782493.072660141,2802183.0587265408,2821847.8564431486,2841426.128691068,2860914.8265959956,2880319.944519609,2899553.087929094,2932146.3210818563,2964533.2645523576,2996722.834226931,3028722.5615365827,3060540.915241967
Stock Single-family - Owner-occupied - C4,3088288.2959406567,3111611.0896628336,3134958.301032627,3158294.680591066,3181625.8575648945,3204947.396900837,3228263.3374064416,3251507.97377732,3274674.7823120407,3297770.314013807,3320702.199632439,3358922.343824068,3396945.3330192664,3434781.5149375005,3472439.808515456,3509930.127556995
Stock Single-family - Owner-occupied - C5,3239416.339083675,3264734.8591649677,3290081.901175198,3315366.0888485955,3340591.125844791,3365759.3745687422,3390873.2200257466,3415865.625367831,3440730.811379383,3465472.9493691116,3489996.8595973817,3530497.7964836312,3570738.5887185745,3610725.1176960575,3650461.6478336095,3689953.2792740664
Stock Single-family - Privately rented - C1,464189.76544439734,467401.1777085095,470584.50236930244,473733.48984223494,476847.536927509,479928.23994931753,482975.1470059349,486022.5172888858,489065.76782542956,492101.6179973476,495194.2022291972,500662.43298819737,506168.6163225122,511709.22864249954,517280.6606316882,522879.6319027626
Stock Single-family - Privately rented - C2,468302.8765167053,471587.83066077577,474845.7079255173,478069.94138292363,481259.97131965746,484417.4126257834,487541.8507213513,490667.176499539,493789.182093208,496904.6339350305,500075.4716390543,505640.9089438981,511243.42717154644,516879.6405271699,522546.08138772665,528239.6080941147
Stock Single-family - Privately rented - C3,423420.23943832447,426490.8785812634,429539.7907084731,432561.02551187703,435554.15446449106,438520.6269960216,441460.1363898233,444398.58698174247,447332.4273187297,450259.11122286966,453229.476152411,458357.97609476425,463514.9289927922,468697.59672840335,473903.16789056273,479129.10572347784
Stock Single-family - Privately rented - C4,383205.0191578192,386034.7831324353,388846.1592539991,391633.3959598036,394396.13237643574,397135.66423678596,399851.7265174752,402565.8170198754,405274.99793769745,407977.10273910384,410716.3256154623,415405.9666317567,420119.5371244107,424854.6893565734,429609.00985123933,434380.3236691837
Stock Single-family - Privately rented - C5,295647.5539022568,297905.61305087194,300150.6404434879,302378.02216216107,304587.4867105528,306779.9861979434,308955.3079204588,311127.4279786204,313294.3968183432,315454.74562231824,317640.363150394,321326.85739603,325029.23395976715,328745.840187757,332474.97160305356,336215.0916438365
Stock Single-family - Social-housing - C1,287303.67584729794,289737.1684244619,292162.6371280068,294573.67688249267,296969.93637203664,299352.0071927472,301719.499978981,304066.8885071395,306393.3851012228,308698.71010441275,310974.72409726935,314654.7295096216,318299.9554860603,321909.7330781141,325483.22680635523,329019.63618242205
Stock Single-family - Social-housing - C2,245964.3087168828,248027.7104638859,250084.21645231912,252128.1303259671,254159.15018088935,256177.81823608791,258183.8042377882,260172.23273364856,262142.3667147863,264093.9701974959,266019.8678463855,269147.3366327195,272244.3025572614,275310.1951880351,278344.29838390654,281345.9282295934
Stock Single-family - Social-housing - C3,157604.03255426895,158936.1690512883,160264.11689174589,161584.26015157416,162896.41067214138,164200.92230530927,165497.58946648784,166783.34785575047,168057.65934902203,169320.3712764223,170567.0010920892,172583.8384104078,174581.58856340588,176559.886930296,178518.2768982729,180456.3207877701
Stock Single-family - Social-housing - C4,83061.58021967446,83763.32976412064,84462.8613586024,85158.25192769206,85849.40031794595,86536.49430208669,87219.4226371631,87896.55825284669,88567.59961153512,89232.46201406226,89888.77210984477,90950.92281969798,92002.9222828577,93044.57073573334,94075.61920980286,95095.82812837463
Stock Single-family - Social-housing - C5,24828.12148929696,25038.723255177065,25248.660300195803,25457.364424984367,25664.805017529634,25871.036305264242,26076.024361557673,26279.286983086233,26480.7348835942,26680.34183966298,26877.405730211955,27195.783724721518,27511.143040562023,27823.422520087934,28132.546330210593,28438.44127044752
Annuities Multi-family - Owner-occupied - C1 (euro),25754638.629148155,38510464.01177079,51290816.12421917,63996819.14238813,76548413.76568364,89121818.77484636,101562563.86218163,114785868.67291331,127873121.75900385,127863855.92793879,127933708.00734113,128143866.25346605,128244474.09165165,128330982.13986714,128479921.7921944,128511406.37820998
Annuities Multi-family - Owner-occupied - C2 (euro),40008032.47572477,59885882.65416971,79460471.2118245,98936901.24759293,118184493.4778633,137486260.20201063,156593773.56939673,176483965.05419606,196177071.63002628,195585617.3062674,195038124.08650315,194696253.1416439,194538563.16044393,194355868.46978784,194274593.46787766,194007250.77564737
Annuities Multi-family - Owner-occupied - C3 (euro),58624421.64073154,87850563.35054335,117369300.48324266,146792018.00448593,175899410.69966462,205106267.44008568,234009058.60392356,263116419.55002606,291925510.6150652,291094151.4977343,290129809.80028355,289461051.6363961,288311732.0005514,287064687.7285548,285933311.32282364,284496685.79430324
Annuities Multi-family - Owner-occupied - C4 (euro),80684038.51089793,120955064.1492747,161633178.4294263,202190997.35030323,242289929.00374147,282490380.2488538,322222869.2956728,362283683.31276727,401915092.3479432,400766181.65482944,399350559.4290044,398315029.71285135,396593166.609662,394705040.53900445,392981809.65140533,390855396.8326816
Annuities Multi-family - Owner-occupied - C5 (euro),128840612.88216066,193236304.2486058,259161596.26219553,324954877.4616674,390075797.5446001,455478582.8168294,520186493.81098473,584240343.3854529,647652116.9806547,646039240.8200326,643947681.5822836,642477202.4242666,639086630.607779,635428216.7917695,632032338.8358768,627934027.7581203
Annuities Multi-family - Privately rented - C1 (euro),108724514.08000493,163271224.79104918,217377590.2315396,271351352.6860826,325074152.42686796,378972924.93787766,445369236.2343819,510750610.0070375,574153710.5846723,595564138.9959995,613584019.6372166,629748349.9431064,643946027.0855393,656097320.8268071,666518665.9831258,692124726.4909356
Annuities Multi-family - Privately rented - C2 (euro),68253380.97258602,102360594.8383404,136130697.21600792,169789558.89086264,203266321.10636935,236858332.34049782,275019651.32822514,312859828.06840783,349827189.5194932,358076156.0485146,364940075.8303299,371186603.62230885,376706303.9290981,381367248.4368839,385321362.8573041,398373760.37735003
Annuities Multi-family - Privately rented - C3 (euro),65794832.16103811,98615667.7879042,131128160.2396996,163518346.23562187,195720743.81916195,228026266.7614136,264269363.04996127,300222120.50909305,335383548.428511,342301670.7034955,348061658.16110027,353334919.77977204,357971438.7037016,361866666.0300699,365156290.780913,376781728.3228107
Annuities Multi-family - Privately rented - C4 (euro),64124573.60311245,96059173.05615911,127743659.24011286,159302563.24648833,190674886.5554231,222153535.75105143,257841185.00270578,293153293.6686406,327655612.42945623,334628975.50310934,340512074.5825777,345905674.9289022,350602878.569457,354562813.7254784,357918677.9833101,369230624.3455565
Annuities Multi-family - Privately rented - C5 (euro),65536095.607113376,98218704.86597475,130742083.43453299,163168241.0895166,195432052.840041,227857295.70065114,265722436.45751268,303014940.5890405,339370749.78859025,349044804.731381,357300609.1266591,364822180.349043,371342389.8938108,376910588.15663606,381688439.7819291,395279243.26973695
Annuities Multi-family - Social-housing - C1 (euro),134775960.37919432,201833569.58769912,269597959.60940766,337271742.86053854,404532923.46377784,472434155.3581538,539932329.534613,607054564.4334656,673674226.598715,672230437.3927187,670908794.1187148,670566762.5952749,669318774.3140144,667957445.0050794,666799002.5195575,664784021.0248122
Annuities Multi-family - Social-housing - C2 (euro),83367101.56433162,124811931.90639159,166670331.4056527,208461150.1011513,249990379.22763965,291908027.2978996,333574044.377965,375024831.8334924,416166089.1006139,415185619.01194334,414326673.84325165,414084545.1332307,413308469.1673807,412476884.63954747,411780462.35198295,410565223.5244862
Annuities Multi-family - Social-housing - C3 (euro),54728862.98806933,81944944.71897155,109433892.03989957,136879190.12529385,164154045.26958236,191682413.15076363,219045201.3994796,246262480.9432512,273277497.16305286,272646935.4819728,272086285.28734565,271928274.6271427,271419825.8067004,270875579.08374065,270420040.39201105,269626547.3587496
Annuities Multi-family - Social-housing - C4 (euro),33020981.498707764,49449740.45584045,66050599.02939411,82626700.54264903,99101183.7459864,115726405.42635635,132251618.86911978,148685641.0432303,164999016.6330634,164639085.17690873,164312546.2647413,164227438.1245412,163925669.74029604,163602862.73593402,163334383.75015268,162866118.16784266
Annuities Multi-family - Social-housing - C5 (euro),15147209.79167483,22700025.97296506,30344812.278820816,37982016.58740235,45574633.946509935,53234133.059862815,60846233.676163234,68406622.87502976,75911186.16989017,75778253.17197022,75637695.44212154,75601818.98695965,75453179.21467838,75290514.20141134,75149889.28306207,74918767.90645348
Annuities Single-family - Owner-occupied - C1 (euro),123711057.62063861,181341991.95974293,248319622.9375409,314820598.2229385,373772454.2835934,432817817.700661,492333531.6207659,558323246.9746006,623877939.6465523,623720835.5005846,630283596.8680602,637628686.5433917,635792593.1396942,634234501.6529456,640006891.2585444,649354846.8872175
Annuities Single-family - Owner-occupied - C2 (euro),285764594.1039414,421530340.9100691,588673317.510678,754004995.5010396,903409200.6137059,1052422904.9625502,1198673349.4355047,1354472835.1938148,1508877962.7776499,1513004181.2639248,1528300403.9205468,1545008954.7867699,1529460829.574367,1518782571.375365,1522948220.7882268,1526407956.9902663
Annuities Single-family - Owner-occupied - C3 (euro),430600690.0356237,644875969.1349692,881141955.1654732,1115251347.6187124,1335332173.8573382,1554520314.7636235,1768360127.5716496,1983292929.6835735,2195654353.6105046,2188830425.941707,2182929221.3932405,2175944090.643393,2145164758.2406704,2114755593.727181,2096597833.0709865,2077559119.451174
Annuities Single-family - Owner-occupied - C4 (euro),522044368.60463464,781388330.9799335,1050838272.4107261,1318053356.8828738,1569616588.2071931,1819895905.990672,2063651528.3800488,2308837564.708464,2550931256.6964874,2527391750.275878,2504840515.845838,2481494886.945423,2445862177.411329,2410309909.675645,2388272189.4785123,2365391127.3333063
Annuities Single-family - Owner-occupied - C5 (euro),530758081.6804236,795067671.6754996,1060398639.6915644,1324503303.953783,1576012774.9446735,1827708747.6742272,2073900371.2577512,2318769772.3693657,2561217455.0448613,2534140894.639146,2509059288.424877,2482955862.9322143,2454270343.293624,2425259149.5184355,2407289591.683875,2387570406.4879756
Annuities Single-family - Privately rented - C1 (euro),48607613.91409176,72302471.74708793,97507275.6275415,122641422.96042797,147067749.03159165,171591566.90914038,208258287.37480694,243874259.41081846,277495584.05920875,303625719.4725765,327278134.19734,347907011.15008056,364233437.17174053,378177517.78439385,390670389.3266827,413987116.7373896
Annuities Single-family - Privately rented - C2 (euro),49339014.53456241,73363116.64094728,98937537.04483867,124437979.86395699,149229340.9646209,174119097.90099257,211104516.97292498,247004076.74720863,280907227.0175848,306564791.30259293,329847628.472651,350156845.7427038,366161293.5316816,379820959.7828051,392062635.97897786,415132490.22165465
Annuities Single-family - Privately rented - C3 (euro),44381456.60670214,65946123.6546756,88887527.17868122,111744658.51854742,133976797.57729988,156285935.53708237,188122196.49603426,219127545.43514067,248518310.081971,269372240.30837286,288415962.2650175,305034159.79744166,318003704.3242616,329061118.48100525,338986706.90384674,358729470.74544114
Annuities Single-family - Privately rented - C4 (euro),40304796.5264127,59912128.925367266,80773557.1604565,101560724.23573987,121788765.34677091,142096442.79946008,170570531.21817523,198273560.12488127,224577480.13046595,242846659.08403575,259521813.94736493,274074192.1415963,285381193.0189523,295012548.242525,303663225.4772866,321068461.66879725
Annuities Single-family - Privately rented - C5 (euro),30946968.816976346,45966603.11270335,61975283.369208105,77922663.58715558,93454008.58959743,109060508.75328737,130199395.5419021,150829818.69383577,170498899.15903422,183588284.24359092,195639861.4423797,206193212.87101293,214334987.3989833,221287740.69722384,227555898.29002395,240299431.28734255
Annuities Single-family - Social-housing - C1 (euro),29262015.016453356,43844063.43022189,59387342.587795705,74956991.19874232,90247325.42704543,105805695.46570827,121157545.10128857,136349648.27617875,151436496.62437767,151700225.11265114,152081720.69363582,152421123.99448276,151736249.51448238,150959847.3186538,150395085.16169128,149491745.81093732
Annuities Single-family - Social-housing - C2 (euro),25071484.40426506,37572730.04840328,50874649.47148658,64199894.635968775,77286504.59437452,90597319.62860766,103728445.66993369,116714741.12806413,129609825.60363217,129807853.93532974,130096938.29456314,130346068.39817081,129739366.57386214,129052244.67941123,128544385.45880018,127750373.01733898
Annuities Single-family - Social-housing - C3 (euro),16001778.879841223,23985272.81825753,32483679.134539247,40998146.5005756,49364354.677926056,57876469.26176054,66276210.07854913,74581921.22979987,82831025.83579198,82980520.42848748,83184504.86670095,83361981.44393465,82991036.19220658,82569263.88769516,82259511.31569089,81765950.35555595
Annuities Single-family - Social-housing - C4 (euro),8440194.481019527,12657384.504033862,17143738.439967602,21640465.11024159,26060127.80872412,30558610.684563175,34998786.97270526,39386569.91801609,43745142.5376983,43836205.23321572,43948508.084095664,44045245.61630767,43855694.41287167,43637943.45759565,43478613.28325719,43220904.39867112
Annuities Single-family - Social-housing - C5 (euro),2520855.983856927,3778083.7796289944,5117440.359608045,6459259.182442069,7777650.640003452,9119174.756181423,10442908.926119473,11752207.463407403,13052594.19674137,13076707.228627348,13110022.040426685,13139327.573323505,13081240.97777265,13015235.885609305,12966974.38064309,12889638.801367268
