Occupancy status,Income owner,Income tenant,Housing type,Heating system,Performance,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034
Privately rented,C1,C2,Multi-family,Oil fuel-Performance boiler,F,818.0851306962325,765.4545127070862,713.122280855839,661.7729106003555,611.5276493952974,562.2574655239915,513.9592801033588,466.65539177553177,420.3142108680306,337.4449045588052,267.3851765971179,208.40970109828925,158.99434014542913,117.8221733138848,83.740603491325,55.7422372995784
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,A,824.551415299514,1142.0973113575046,1461.4630502802888,1780.8885677813441,2100.3677651743583,2420.1011032157458,2739.902998338725,3057.898020551198,3376.722178125333,3696.3470400554074,4017.2346691343064,4533.022118927866,5049.929820051968,5567.894821414353,6086.859380139671,6607.137693403041
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,B,570.0341860519193,660.7933555678674,801.053370178331,941.903395302341,1082.8526923801812,1225.836169663771,1367.8214532388022,1434.810620927802,1503.7831742663695,1574.6392790005063,1649.6630607993004,1728.761351179337,1811.351835527237,1897.9388012616341,1987.4559897104496,2080.877508155296
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,C,1468.685102558598,1518.2355976919414,1596.4620660752832,1675.057146781484,1754.211057108684,1836.1240481289599,1918.251674119041,1953.0035443852005,1987.844433736831,2022.7912003297404,2058.110004196278,2093.739106268551,2129.65298278454,2165.014224398202,2200.575649327162,2236.7419652182225
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,D,34.315912221168446,38.92445232988621,46.79559643752441,54.566878137197776,62.12138452529145,69.81217646137463,77.44501822710859,80.45684942965426,83.4220012353573,86.34615935691964,89.22669135113863,92.03857403136011,94.79154755073728,97.47954370259603,100.09685367595287,103.05896592207169
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,E,30.64086476016771,30.31679035300383,29.93500545789369,29.54922164444039,29.180727164510976,28.805115173899253,28.423301029489185,28.059934654602127,27.688562720345278,27.292715440953913,26.885004615768796,26.465170651839916,26.031989061097676,25.585475762494294,25.12557873881141,22.18702924493809
Privately rented,C1,C2,Single-family,Electricity-Heat pump water,F,1.7183450537802916,1.6821053669010841,1.6377425826146532,1.5940962255426239,1.5523690616028667,1.511075907337209,1.47059529202108,1.4340754415799748,1.3968284288629613,1.2239316557164637,1.071810580452159,0.9379753342589776,0.8202701190338768,0.7167991165889805,0.6258841055473751,0.5460418462129988
Privately rented,C1,C2,Single-family,Electricity-Performance boiler,C,217.09452181769063,268.0334554077051,320.8797260422831,373.71054101516967,426.0395001327152,478.60032804779325,615.7309380842032,751.2176953340834,881.9141506297457,1083.3412980198225,1275.0266066214654,1449.57688178294,1616.245511304804,1775.8873698561817,1929.2684625650943,2199.020770018352
Privately rented,C1,C2,Single-family,Electricity-Performance boiler,D,5624.060930158272,5581.561082006139,5555.610258235214,5526.873530213928,5485.448025406898,5443.768979294389,5610.340378214179,5818.613078444467,6008.198071716567,6403.350894145573,6760.832878107002,7083.950904511357,7377.296663945139,7644.337700890866,7888.103291388522,8411.867672599843
Privately rented,C1,C2,Single-family,Electricity-Performance boiler,E,5791.940070176188,5657.45429873102,5499.666450991177,5343.848196474204,5192.233525966389,5042.987196646414,4899.675490936462,4827.611517096957,4755.342917294462,4682.824973609375,4609.4957426629935,4534.688236274176,4458.824984938915,4381.915418891045,4303.954430225581,3802.441687800631
Privately rented,C1,C2,Single-family,Electricity-Performance boiler,F,3254.933940785468,3206.5967415001796,3152.1396348680387,3096.9656365547803,3042.783702852643,2989.0462451873555,2940.431322040164,2937.9648220055883,2934.1481961933173,2634.6347420803813,2369.090553983314,2132.834395949875,1923.3819402064737,1737.7098364410863,1573.1664744484592,1427.3652452842236
Privately rented,C1,C2,Single-family,Electricity-Performance boiler,G,3461.432753880589,3370.654127382943,3270.0031432561213,3170.8420529548175,3076.96073792485,2985.8211824372574,2620.2892804593644,2356.806247625326,2123.4733359250413,1914.3092948926862,1726.5149664029307,1555.9005605235668,1402.645252104092,1264.8887026179789,1140.9804685006745,1029.4506915306035
Privately rented,C1,C2,Single-family,Natural gas-Performance boiler,C,1523.7929979855921,1582.5477815171137,1661.702307260754,1738.3014597252575,1802.3571856484907,1862.8603896596412,1947.4867462814977,2038.247504868907,2131.1319277642083,2469.801010421182,2778.744495204844,3063.5206265117995,3324.221425754325,3563.2048364278166,3782.577320068106,4028.261033447711
Privately rented,C1,C2,Single-family,Natural gas-Performance boiler,D,7567.673229799075,7490.222669140083,7345.567859593539,7200.6981988864645,7062.806804991764,6916.050423104149,6779.76614210945,6714.053716382843,6647.619028025954,6632.9800254043685,6611.0308531297715,6583.183296220565,6548.935178286399,6508.648301428978,6462.662150530091,6491.133270624785
Privately rented,C1,C2,Single-family,Natural gas-Performance boiler,E,1808.1537869878455,1781.8721731587138,1736.1171151299673,1689.437654200028,1644.8358850399197,1597.5597530597863,1549.4933047404934,1522.8569554527842,1495.4496737180018,1466.4533476128408,1434.2409891133502,1399.4830538502995,1362.2251865864291,1322.820065521893,1281.5870766416908,1114.9385137595252
Privately rented,C1,C2,Single-family,Natural gas-Performance boiler,F,3231.173161654831,3232.3213683449753,3196.7612010541875,3154.9955425284948,3115.175629219379,3066.971531275011,3013.839165437078,2997.050727659695,2970.4807802075084,2639.5367298428605,2343.0881567602455,2078.233768485837,1841.147733104147,1629.0768884917313,1439.5302998090046,1270.258220193874
Privately rented,C1,C2,Single-family,Natural gas-Performance boiler,G,403.00358818331074,408.92744969420494,406.38061441712523,401.6497659389885,396.76283829991974,389.9310576140067,343.8496221205831,311.96800191106695,282.1264469122953,254.03791302862294,228.14229804230854,204.4207812446184,182.6829931707747,162.82738214164274,144.74669175081303,128.33119634862675
Privately rented,C1,C2,Single-family,Oil fuel-Performance boiler,D,664.5136754681592,635.844451067383,618.4411112533246,598.7889079907816,573.3547407744243,546.13528871705,734.2927997871506,858.7782623208993,932.4293313667229,1008.2538009992211,1030.891757957008,1007.6217430720881,944.7740374178223,847.8611479040305,721.6815966923483,595.7060719678129
Privately rented,C1,C2,Single-family,Oil fuel-Performance boiler,E,1535.5637389257988,1451.643839067143,1370.2001134704392,1288.2492903400484,1205.0871557954245,1121.5189861923407,1037.6012472901582,952.138146450325,866.260763531495,780.150866804892,692.8537265554212,604.812326643894,516.4046396727026,428.03719144266677,340.09915652468464,227.67003823101558
Privately rented,C1,C2,Single-family,Oil fuel-Performance boiler,F,987.9870443773386,922.8797616185561,857.0145964341593,792.7519438437844,730.3008620914428,669.4040951005732,610.0216118291639,552.5462222566797,496.2970773421722,396.95049563565766,313.35765930135943,243.32895254022617,184.94108572916025,136.53907472106724,96.68219405886056,64.11759278405772
Privately rented,C1,C2,Single-family,Oil fuel-Performance boiler,G,3551.1466735192034,3314.8726459265717,3070.9009708380654,2833.4009531114352,2606.3754898848642,2385.3044533574002,1952.9841669094067,1591.0184733494775,1285.6861504293383,1027.5830727809869,810.5272374399302,628.8200256701913,477.451221688655,352.10552565925235,249.02254284929208,164.9304068140368
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,B,135.8691236616245,251.6411128234521,368.34902410374656,485.1947320743728,602.1254583047667,719.3998215016813,847.8762119559951,972.5406768141378,1097.4623074253154,1255.9729647914958,1412.5910596424678,1612.8448330168333,1811.5571432814907,2008.9887233263119,2205.176591627728,2426.1911924910264
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,C,855.67445961267,1029.4423514100242,1215.2551624022672,1403.0689995609307,1588.4854260878706,1777.1313815003994,1989.845013210724,2106.239598808974,2221.6165564567245,2468.9034528475527,2704.2148535200613,2929.097870099608,3143.7562826853614,3348.82950350755,3545.1126009133613,3804.821155393181
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,D,915.8940897123633,1019.2386554152099,1129.9792506018894,1240.8423994224695,1351.7663821861668,1464.0236352261086,1578.7796716170974,1630.2103915907817,1679.7404468750974,1728.6335020432398,1773.579795692097,1815.347025919487,1853.855042860076,1889.4161260627518,1922.307998282751,1962.7622623695142
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,E,623.9118563228006,677.4542738646937,742.0378033559047,808.081743223176,874.4569402519223,943.1352593730386,1008.1015356558592,1027.6455844333284,1044.9488339312422,1059.4594085355372,1070.152623890742,1077.5207868718517,1081.4796674993604,1082.2543780904225,1080.051061214712,967.5550835935976
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,F,979.0523010524092,1082.7282946607677,1191.9303796964327,1299.3413785203231,1403.9905515434891,1507.0362810007118,1599.0121841011573,1624.0050140817543,1642.532770637817,1488.7565799034883,1347.8603925837535,1219.3570114401984,1101.7455674891155,994.2324851244292,896.0642859708648,806.5309958283653
Privately rented,C1,C2,Single-family,Wood fuel-Performance boiler,G,374.47268312765664,391.18369033804146,410.5191025432602,429.9824984194422,448.78495218347035,467.57121299295306,435.87225252545,394.1986810532524,356.17651404953085,321.2384646259068,289.4760513556753,260.69650544684913,234.52968161058482,210.75279350246512,189.16132679341752,169.5681116040119
Privately rented,C1,C3,Multi-family,Electricity-Heat pump water,A,333.3826718525975,1027.1211214427988,1750.3711705009846,2473.973160280569,3197.8589426011436,3922.2468856275354,4646.666302013036,5343.669044239001,6042.343803511529,6742.441149222048,7446.938572543031,8594.404958606761,9745.368004105558,10899.36410184143,12055.969083597038,13214.793162388472
Privately rented,C1,C3,Multi-family,Electricity-Heat pump water,B,746.6508304140519,910.9993320693421,1252.836850590823,1589.2362865034524,1920.5280077671368,2247.3537432020275,2566.385522180337,2717.3792687949663,2867.260206824219,3015.7819960020856,3165.1946724135482,3319.5841458148275,3474.233032070745,3628.77801716569,3782.8808609373323,3936.2226634789404
Privately rented,C1,C3,Multi-family,Electricity-Heat pump water,C,640.650691024846,675.8576127681022,759.0709269729332,841.3238296975244,922.2453282232685,1003.3518888915681,1083.2655562235088,1114.46666226597,1145.0491360230126,1175.0215404457197,1204.6182442835484,1234.771204132982,1264.5449900457036,1293.9285670733466,1322.9110027335043,1351.4811918914536
Privately rented,C1,C3,Multi-family,Electricity-Heat pump water,D,71.7156564110683,83.83031386672513,117.97621841963098,152.13801363218846,185.64303878983617,219.73820498112565,253.94258952462104,265.07715934776104,276.02126326962855,286.7759908874086,297.39852849605404,308.1746578148866,318.8101063407221,329.2971945964023,339.62800788627845,349.79441317703174
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,B,124.93185799956427,160.62667457086835,196.32149114217242,232.0163077134765,267.71112428478057,303.4059408560846,339.10075742738866,374.7955739986927,410.49039056999675,446.1852071413008,481.88002371260484,520.5063672722279,559.1327108318509,597.7590543914739,636.3853979510969,675.01174151072
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,C,9302.166832350013,9198.250314713272,9004.266867481814,8811.06630699958,8616.311971478879,8422.942087647509,8528.979145500987,8686.870519661661,8808.694587805663,9202.510502364577,9527.112556072932,9801.496406744234,10022.717929343444,10197.052255603867,10330.109634866783,10607.558383207654
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,D,5185.399319776523,5102.775878836529,4962.755579347907,4824.742975989349,4688.704348491827,4554.686483459327,4499.405811093666,4489.16604736873,4470.356013805975,4550.760439382108,4609.1723500630715,4653.0730435323085,4680.333016482053,4693.063279265502,4693.148080535251,4783.898289434019
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,E,4912.6068813207185,4771.707288492418,4575.62997044868,4384.807337790155,4199.27319917014,4019.046259915943,3845.3597274891085,3723.4973884667784,3603.7485094582235,3486.1493459167496,3369.7415034241076,3258.0042850381487,3147.3324850790204,3037.8359918167052,2929.609377840361,2540.468377926563
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,F,4707.928479024244,4649.588868976851,4585.152964652436,4519.533872604722,4453.431929074849,4386.239443044449,4318.263427066468,4248.354787783412,4176.261355824503,3691.9904824065115,3262.4396309264457,2885.621588747553,2551.158924073098,2254.456991325158,1991.4011654070337,1758.3144016406725
Privately rented,C1,C3,Multi-family,Electricity-Performance boiler,G,4223.675808786386,4145.90154658037,4063.0940670294103,3980.2099525853782,3897.8234597456594,3815.485259960753,3360.6071122549793,2960.6636735615384,2608.0337258632117,2297.2369856418345,2023.0502463748176,1783.76062616541,1572.478444448973,1386.007550865847,1221.504669979811,1076.4452055527
Privately rented,C1,C3,Multi-family,Heating-District heating,A,178.47408285652037,276.6348284276066,374.79557399869276,472.95631956977894,571.1170651408652,669.2778107119514,767.4385562830375,865.5993018541237,963.7600474252099,1061.920792996296,1160.0815385673823,1314.5869128058744,1469.0922870443665,1623.5976612828586,1778.1030355213506,1932.6084097598427
Privately rented,C1,C3,Multi-family,Heating-District heating,B,295.94579837050026,400.5235284875307,507.9889624884459,615.8567245837621,723.6789366598306,831.8753547146003,940.4158767362666,1051.2009545896128,1164.7056103173495,1280.6670841801374,1401.6335342496307,1508.1293800312967,1618.0131431839247,1730.9382688526434,1846.588534653805,1998.3816249679517
Privately rented,C1,C3,Multi-family,Heating-District heating,C,815.447354888132,934.6234794779385,1053.8615850981132,1171.6496183523568,1287.8948929249068,1402.7284918963883,1516.141325872043,1628.6982211263078,1740.8835203995184,1852.6266911334812,1964.9705754987804,2059.448107627761,2154.1239792497013,2248.8718785797887,2343.577611262225,2475.6637464821224
Privately rented,C1,C3,Multi-family,Heating-District heating,D,1512.2057409753777,1575.2844478673862,1637.8042848647551,1700.7892751841944,1764.4626879426187,1828.5473681482774,1893.0036587994364,1957.6723828147283,2022.4867126042498,2087.3898556880376,2148.9785608704424,2198.4010095576436,2245.56119426048,2290.682454631726,2333.9658314775415,2513.1398097472834
Privately rented,C1,C3,Multi-family,Heating-District heating,E,1688.6812075241294,1741.3856116454258,1790.8366879304579,1838.178862404913,1883.6302151172356,1926.8781211553132,1967.8676971737384,2004.0028056494807,2035.2960316293966,2062.066196387206,2084.030948801583,2092.2048872142423,2096.526601608043,2097.1504435762276,2094.2076914178906,1879.0329797561021
Privately rented,C1,C3,Multi-family,Natural gas-Performance boiler,C,6282.468138332104,6359.786533134072,6432.735814417915,6504.785964129255,6574.03993596354,6641.319797675989,6707.424021253731,6785.501415774359,6862.809375920272,6939.334247077165,7017.216637349626,7013.319732523074,7010.43806873964,7008.352408922112,7006.858580500329,7327.439725250508
Privately rented,C1,C3,Multi-family,Natural gas-Performance boiler,D,9251.217341981002,9168.130611000879,9049.936137984765,8931.15744103342,8813.471289117624,8693.472603647097,8572.191773780873,8483.09030862883,8393.599645004777,8303.705037892194,8213.717342350295,8133.988940193761,8054.012500568072,7973.716387536099,7893.029443777249,7949.100996325015
Privately rented,C1,C3,Multi-family,Natural gas-Performance boiler,E,6376.469759983743,6277.21550483305,6149.783613948912,6020.989269565929,5892.884347658013,5762.748551062481,5630.776880856769,5521.226910283295,5410.60397563012,5298.939428421896,5183.5655606135315,5071.410405282212,4955.61019730621,4836.437764651487,4714.139300327142,4130.055345630159
Privately rented,C1,C3,Multi-family,Oil fuel-Performance boiler,C,21.869977561891343,21.66023802465544,21.77025082504214,21.7169992570203,21.424931906960264,20.979521648360794,20.38052637040757,19.584948129835592,18.642208909884033,29.251853915615413,36.02927844242611,39.464836574416125,39.98740605170389,37.97253201597853,33.748902818941104,30.31884073000114
Privately rented,C1,C3,Multi-family,Oil fuel-Performance boiler,D,273.1437374621844,260.0254916349603,247.12825442407288,234.00300237799954,220.56341616141023,206.89619434383098,192.99711815706806,178.8290348724589,164.42428691132648,167.6381992194343,164.74553142598995,156.55097078705663,143.7574210632065,126.98008535730165,106.75748255098691,89.1395317194334
Privately rented,C1,C3,Multi-family,Oil fuel-Performance boiler,E,583.9143710402703,546.1603641634244,508.7472611704214,472.0559807848873,436.14315611219297,400.9431130435497,366.4518939837783,332.68488902974013,299.61625599431676,267.2466154062668,235.25449260361074,203.6976554651157,172.62203858769138,142.09197006133076,112.17348692853388,74.64116333440991
Privately rented,C1,C3,Multi-family,Oil fuel-Performance boiler,F,645.0383056016237,603.5403125905631,562.2776891944918,521.7900470528416,482.17296610836945,443.3247201629782,405.2428802159326,367.9450229202872,331.4062438305677,266.06604864096596,210.82586440693592,164.32531578089663,125.36265938613906,92.89953777762905,66.02715843308157,43.95121838647339
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,A,847.8561933496811,1059.1178933175697,1271.9053902861697,1484.745114860993,1697.6323483081492,1910.731381841881,2123.8887488560827,2335.286553638922,2547.1570430195434,2759.4864442286425,2972.557443503249,3314.9419196067975,3657.9828828054297,4001.642827955508,4345.887381942476,4690.932518694768
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,B,559.574584671311,625.7458488878065,727.8936446893238,830.2626410175558,932.469754287633,1035.8922425106316,1138.3974340308152,1186.495060256404,1235.6863024779057,1285.917365911426,1338.6259420537947,1393.7808941865233,1450.9939673167803,1510.6798264221902,1572.0744455287684,1635.8483720430459
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,C,1187.0328656046318,1218.0359687635919,1265.9778976339671,1314.1463354466555,1362.8105692446045,1413.1444131196292,1463.5840568109745,1484.6922951296542,1505.8489002077408,1527.0624050251104,1548.5048232245342,1570.1391993516197,1591.9476263111774,1613.3084197450205,1634.7904500882714,1656.6678582793581
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,D,26.60100106168851,29.57398953290941,34.64136767662807,39.637445612701555,44.490262661277626,49.42361467187936,54.312750518185744,56.23205845450797,58.11728376993125,59.967868254777535,61.78679387094378,63.558437960216615,65.28944544600726,66.97630383858211,68.61570646104151,70.48812769921335
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,E,20.674604291989343,20.45474752240573,20.195710836267885,19.93403625654535,19.684071682122006,19.4293589286865,19.17053057589679,18.92432794931079,18.67277520684397,18.40476165512738,18.128897716585115,17.844989327762722,17.552197572908625,17.250519737281635,16.93990885679353,14.95829271822181
Privately rented,C1,C3,Single-family,Electricity-Heat pump water,F,1.037591232878012,1.015708560765454,0.988920904851763,0.9625658504083198,0.9373696656365206,0.9124355496685621,0.8879920704842624,0.8659402267289324,0.8434492993328039,0.7390487450814678,0.6471932160170475,0.566379250396688,0.4953051089645565,0.4328260365816642,0.377928669963563,0.32971738194764977
Privately rented,C1,C3,Single-family,Electricity-Performance boiler,C,146.3273875583238,181.0955060788186,217.3676088638042,253.60449152302675,289.42798367220183,325.4259844048705,414.0196199093576,501.6568973933518,585.9397478243953,712.6286859868059,833.095369333051,942.4082305079909,1046.6935608624995,1146.496654461297,1242.3059213909598,1415.196781995064
Privately rented,C1,C3,Single-family,Electricity-Performance boiler,D,4509.28062194811,4466.666078878638,4432.069793006206,4395.789201253106,4351.472553444854,4307.108480760282,4393.208320739004,4516.09883032945,4626.9578995034135,4861.683415189187,5073.095930894781,5263.199281274416,5434.9065277013515,5590.373252735062,5731.483224620334,6061.181040068568
Privately rented,C1,C3,Single-family,Electricity-Performance boiler,E,3905.1623046557747,3812.8422035002372,3704.504579350848,3597.537667158972,3493.5386830622247,3391.1306461453078,3292.7158811430972,3241.879752162154,3190.9249395651345,3139.829758954071,3088.2242516434153,3035.6797253390423,2982.466476233498,2928.5932156288754,2874.0593747382377,2536.977303393193
Privately rented,C1,C3,Single-family,Electricity-Performance boiler,F,1966.4168725362745,1937.6303462042536,1905.1104729109438,1872.1333163734855,1839.7320547148868,1807.5799604112594,1778.5122661026921,1777.4923092780798,1775.633021644501,1594.765998467632,1434.4294676747984,1291.7885670814085,1165.345576320291,1053.271881129769,953.9643182631557,865.979496496923
Privately rented,C1,C3,Single-family,Electricity-Performance boiler,G,2171.399750712998,2112.3906416630866,2047.068989805508,1982.7788748487483,1921.9264828524842,1862.8376336184174,1632.5375265219918,1465.298240736254,1317.486630237149,1185.2877674796007,1066.8188892103242,959.4719323068276,863.2304011887071,776.8912115262624,699.3878169454038,629.771113098741
Privately rented,C1,C3,Single-family,Natural gas-Performance boiler,C,1052.4762297968157,1091.168377286449,1141.7987346068273,1190.7561418979517,1231.8229780652464,1270.4554178997912,1324.3304083189478,1381.9049527562784,1440.0400931558975,1655.3826277737282,1850.6349259831097,2029.56938189756,2192.371932803582,2340.690453626936,2475.9926342256067,2627.178586310069
Privately rented,C1,C3,Single-family,Natural gas-Performance boiler,D,4595.459557771791,4552.054521841995,4466.948477309808,4381.519966158629,4300.133437545424,4213.06299197303,4131.595299976501,4093.822741528499,4055.410053588587,4049.6226968461533,4038.9369228236346,4024.3027289406864,4005.465842518593,3982.701055972968,3956.260004295233,3976.8926486787464
Privately rented,C1,C3,Single-family,Natural gas-Performance boiler,E,1162.4207531571371,1143.7469461657895,1112.9222837231227,1081.6026520952503,1051.6792787448055,1020.182152880139,988.2737071634489,969.7273954834509,950.7677106571766,930.8776826326942,909.1525073079121,885.9889604734011,861.4083244935008,835.6179207760159,808.8053943656439,703.029310421174
Privately rented,C1,C3,Single-family,Natural gas-Performance boiler,F,2132.589280942624,2124.2099518874456,2093.542943594716,2059.395676910572,2026.837845117363,1989.4796900864908,1949.3822173683623,1931.578188253868,1908.4652754355761,1691.1891433037133,1497.1870533180888,1324.3732149637813,1170.173921433298,1032.682558647751,910.180830955032,801.1227818715978
Privately rented,C1,C3,Single-family,Natural gas-Performance boiler,G,260.51091546327126,260.67817102126224,256.3400720034251,250.99915486232368,245.77476679205012,239.66147698655408,209.8139988210733,188.32578799780828,168.64565754070904,150.4923285458869,134.02291889388496,119.14323969938819,105.6921969929591,93.5583174727895,82.63540612843384,72.82313646616419
Privately rented,C1,C3,Single-family,Oil fuel-Performance boiler,D,537.7323580527757,512.6370570805667,493.9448604003761,474.00119063521504,450.7779397320438,426.5703890909952,515.3318457929896,570.5879950922783,599.1018384984071,630.9467648264601,633.9696317807194,612.1001036182096,568.7557973562817,506.91313761781186,429.163558642478,353.90904605603816
Privately rented,C1,C3,Single-family,Oil fuel-Performance boiler,E,1001.0442738030508,944.9164497165996,889.9150236652465,834.8458566711428,779.4926971928985,724.1018918424386,668.7043822923451,612.6851779214048,556.6369828428265,500.6546270214038,444.11811216629326,387.28312431593224,330.3668673599207,273.60762175324095,217.23497498780716,145.3250920965732
Privately rented,C1,C3,Single-family,Oil fuel-Performance boiler,F,571.810212984095,533.9494935010098,495.5123121149597,458.05223937239714,421.7143769242174,386.3177806051168,351.8376179222237,318.5305186536553,285.9764548855262,228.63949402012454,180.41881411549954,140.04325565386947,106.39691648729357,78.51997313025535,55.577322545128006,36.843144553673724
Privately rented,C1,C3,Single-family,Oil fuel-Performance boiler,G,1862.888513919157,1738.934525323386,1611.0558226285016,1486.5610491614875,1367.530272343868,1251.6112927253728,1024.825139767008,834.9097277787989,674.7032425380672,539.2847722979373,425.39531126230474,330.0470217674081,250.61285688037182,184.83005541397338,130.7267240493584,86.58705515366502
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,B,111.34504934852937,188.9370089444618,267.285240009936,345.73933524991406,424.2588790935164,503.0525235439593,587.337841062424,668.763573496611,750.3994504596283,850.8940516894196,950.4353476624306,1079.2203787964388,1207.2264861244591,1334.6038451778063,1461.3523887732092,1602.9424529286066
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,C,599.7577854484756,722.339835127538,851.5814510537695,981.926268588869,1110.7862374741262,1241.4963690954708,1382.604718149336,1456.6514784275175,1530.2236899019758,1677.7500703404191,1818.8419937760407,1954.394513166337,2084.387885513592,2209.123721174376,2329.0217832132157,2487.1533760532593
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,D,560.7741769797624,623.4397950307514,690.5217755364589,757.6873673237965,824.9111814787924,892.9497259060428,961.5041788746208,991.6863477182405,1020.8466699684371,1049.6444345989426,1076.177499304958,1100.8980664756466,1123.7447557525725,1144.8958152489045,1164.5096270393399,1188.5912048170849
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,E,359.6809393165757,392.8656339683839,432.8651874697595,473.7199358522831,514.7083253900777,557.0752862381302,597.1109668128022,609.2318025297477,620.0013090565594,629.0923227720115,635.8592033254541,640.6038749429762,643.2766523673138,644.0159563660583,642.9484537906719,576.1724990727761
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,F,520.7218477936225,583.3323467272849,649.0420353938382,713.5171338437624,776.1609012942622,837.6695166475672,892.3850870594649,907.4330247902369,918.7016953022296,833.3841649719113,755.0634712068227,683.5280223657085,617.9507701500834,557.9183458728403,503.03425146317346,452.9216457403803
Privately rented,C1,C3,Single-family,Wood fuel-Performance boiler,G,178.8646828025818,187.5793874443593,197.71325682045142,207.90899591010748,217.74177551447835,227.56826438673733,212.70662551139054,192.54406945575283,174.1193853681471,157.1636039676141,141.72813636088418,127.72524458419085,114.97824197725681,103.38251157667253,92.84164864617661,83.26711689682496
Privately rented,C1,C4,Multi-family,Electricity-Heat pump water,A,304.34838507528735,829.9657830221763,1375.2526164794042,1920.8911488159872,2466.8271547720974,3013.23323471036,3559.7718811213413,4088.224118703379,4618.11241550914,5149.22984629749,5683.84822871996,6555.808874661584,7430.557104733597,8307.728193450203,9186.988699442158,10068.0325252009
Privately rented,C1,C4,Multi-family,Electricity-Heat pump water,B,550.4407537874446,667.1202385639774,910.0869967384104,1149.2590807633214,1384.8681597125856,1617.3820619018838,1844.4313098689336,1952.0777688722308,2059.160789619679,2165.4752367814876,2272.68667584986,2383.7040540913167,2495.1172360747173,2606.6417878377224,2718.013513072204,2828.9840971117833
Privately rented,C1,C4,Multi-family,Electricity-Heat pump water,C,415.7068807461099,441.84721521238754,504.1042872554127,565.7754403508593,626.5493860843775,687.6345170970175,747.9789949533331,771.5559084035534,794.7180313536322,817.4707018046765,839.9871108711432,862.9612078059777,885.6966838407287,908.1847534147261,930.4166484796408,952.3834244855458
Privately rented,C1,C4,Multi-family,Electricity-Heat pump water,D,53.903400366953676,64.37111774740657,93.78304128323501,123.20127343522296,152.04571075479168,181.3888492490953,210.81818795399033,220.42767382964257,229.87053446840514,239.14777426234264,248.30853692411836,257.59829294685994,266.7647386896965,275.8015512894019,284.702184872436,293.4598869945933
Privately rented,C1,C4,Multi-family,Electricity-Performance boiler,B,95.11603428031842,122.2920440746951,149.46805386907178,176.64406366344846,203.82007345782515,230.99608325220183,258.17209304657854,285.3481028409552,312.5241126353319,339.7001224297086,366.87613222408527,396.28404047878576,425.69194873348624,455.09985698818673,484.5077652428872,513.9156734975877
Privately rented,C1,C4,Multi-family,Electricity-Performance boiler,C,6505.080480964704,6434.098060455209,6300.660981477049,6167.688589941867,6033.4242093334105,5900.074010234779,6017.098473472954,6164.5974980608125,6281.819968178989,6607.232950030917,6877.381934846663,7106.648234044643,7293.454192008363,7442.799532311786,7559.153009536423,7773.376505176516
Privately rented,C1,C4,Multi-family,Electricity-Performance boiler,D,3662.7857032162397,3604.798205085048,3506.4121148902013,3409.4302928229213,3313.7975812064697,3219.583655547935,3190.9445177950474,3192.8661949904704,3187.4810469663,3257.8597878021255,3310.7708993880606,3351.797292174976,3379.5923693802006,3395.8234394591063,3401.9781670485377,3471.189251677058
Privately rented,C1,C4,Multi-family,Electricity-Performance boiler,E,3433.0412927094985,3335.955977034818,3200.2408027480187,3068.126897980763,2939.613306373952,2814.7606691450455,2694.427619255522,2610.3458920117873,2527.6545001012937,2446.3853692163902,2365.8547449177254,2288.5295013766954,2211.870957146028,2135.9623879792825,2060.8756358023984,1788.0108559273845
Privately rented,C1,C4,Multi-family,Electricity-Performance boiler,F,3625.604375612914,3581.959744418481,3533.5467728892518,3484.180159427952,3434.398776671457,3383.738687787464,3332.4322970662624,3279.5004803319607,3224.7657264313043,2851.57578406133,2520.4824327313977,2229.983622766603,1972.082489147304,1743.2497643068127,1540.3240238841252,1360.4793082561869
