,Electricity,Natural gas,Oil fuel,Wood fuel
2020,39.7068940715306,128.28264028988983,36.783659057822234,71.28591635164831
2025,42.453983851902485,118.22855243559864,24.16034843556317,76.34549819869515
2030,48.52007657127955,103.65746830137503,13.668866571963775,84.48344788436036
2035,57.091236422655754,84.96779600795021,4.621061822995792,92.9945914028987
2040,65.12516630610592,65.19899696932059,0.0,99.09517078887295
2045,70.3590814013116,47.910469364702564,0.0,101.32786163702569
2050,74.72425822334193,35.411780934319935,0.0,101.74806410010679
