,Average electricity price,Average CH4 price,Average H2 price,LCOE electricity,LCOE electricity value,LCOE electricity volume,LCOE CH4,LCOE CH4 value,LCOE CH4 volume,LCOE H2,LCOE H2 value,LCOE H2 volume,LCOE CH4 noSCC,LCOE CH4 volume noSCC
2020,21.645776462951677,13.899999999999986,,42.21752495954422,,,13.9,15.168613370801564,15.168613370801594,13.9,,,13.9,15.168613370801594
2025,32.55806129975156,22.500000000000057,50.366731055721814,42.51658584719495,42.51756620840344,42.517351289437734,22.499999999999996,25.628117096484836,25.62811709648483,22.499999999999996,106.34836463206594,106.36966019526912,22.499999999999996,25.62811709648483
2030,37.40900743645859,58.33108635960666,56.13320984286047,41.47007611349801,41.50031621380835,41.47992654301797,27.84524862330494,33.56796938235248,33.567973322358036,27.84524862330494,71.6385983085238,72.13460812010868,27.84524862330494,33.567973322358036
2035,52.908103859633165,58.36911646753969,53.732610051400364,41.82953522236196,42.80823338046967,41.694881464614674,34.98714667212692,44.28624382087663,44.28713929133137,34.98714667212692,46.774576350031765,71.58299228844398,34.98714667212692,44.28713929133137
2040,63.609362788716176,79.60206757405408,59.05821318652738,44.914889957221746,46.303238905362186,44.15143327123363,44.90745176246737,54.810935684758434,62.656907275691154,44.90745176246737,43.11719456795443,73.01245986417665,44.90745176246737,62.656907275691154
2045,63.51229907046979,79.6259601356907,56.72360768191206,47.013647377995206,49.271212011203524,46.610762432949564,51.709998283553816,65.72206226775099,80.26465335681942,51.709998283553816,42.553684321773204,72.98398792963312,51.709998283553816,80.26465335681942
2050,73.33713228384208,100.76908677581378,57.20518534136642,52.167711747132785,54.74088203336417,50.774770163738076,55.75461598129184,62.59435611163359,89.06147876498785,55.75461598129184,40.47355846244476,81.39491397929595,55.75461598129184,89.06147876498785
