,2020,2025,2030,2035,2040,2045,2050
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999946,15.302186369999593,15.302186369999603,15.302186369999717,15.302186369999747,15.302186369999706,15.302186369999733
phs,1.3709732133316133,0.0038329199999999996,1.4591227945586236,2.806574132578355,5.584875421825292,6.596720417329614,13.357549348206812
offshore_f,0.0,0.0,0.0,0.0,0.0,24.758344123618528,140.29570870000032
offshore_g,0.0,0.0,1.0641429422155917,23.473497514333854,39.122495857222916,54.771494200112414,70.42049254300137
onshore,25.672679102256538,32.99567158507232,65.99134317014465,93.01366041654086,119.75153221823733,146.77384946463263,171.80504859813507
onshore_V110,,,,,,,
pv_g,9.524232366375484,19.5906779133449,34.1136857993546,60.187461540403525,88.51925556522829,89.05154348433419,96.50640637599757
pv_g_ns,,,,,,,
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methanization,0.0,0.0,8.1200289883413,20.728852558734978,32.49999999999497,39.24999999999385,46.00000000000614
ocgt,1.4320798373399661,0.0,0.0,1.2635845503353051,1.6622770571588528,1.8428984448121457,3.188731558920804
ccgt,6.6550548856981155,0.06008123383737702,0.05313750910196485,8.881922224740823,20.51266814670805,28.485285892718757,34.0427088723062
coal,6.8919127580185595,0.0,0.0,0.0,0.0,0.0,0.0
nuclear,377.17326279304297,377.1690108202978,364.90088254264236,320.1330232968253,295.54999143250427,275.9756997389414,158.68111963571587
h2_ccgt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery1,0.0,0.0,0.0,0.039869104827268353,0.058268488497385765,0.06703855960566224,0.21207067482765238
battery4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrolysis,0.0,4.800000000001015,19.999999999996916,23.200000000001932,26.400000000001388,33.599999999996975,39.99999999999817
hydrogen,0.0,0.0,0.7672517979958928,3.235750349657293,4.0522179772721145,5.10469278452148,8.808530145891387
methane,0.0,0.0,4.242557180567458,10.974882784450672,23.624014680250955,33.92483712608432,53.88567306775558
methanation,0.0,0.0,0.0,0.0,6.931394279475674,10.12805607319516,11.869879041499587
pyrogazification,0.0,0.0,0.0,0.0,0.0,0.0,19.20219203105298
natural_gas,154.13886519263866,131.3284505212767,94.30415923177955,71.9594313995935,47.98289291863381,30.549308777717517,17.47522781939782
geothermal,0.0,0.0,0.1671602777758552,0.120094047620927,0.40876332500126883,2.1999999999999993,2.2568203782723084
central_gas_boiler,12.883778564683672,15.946264433370331,18.608739922067095,20.861769229908564,22.36536250293298,22.128744156449056,23.574497673889905
central_wood_boiler,0.031175167096499937,0.03850027643627984,0.04425159661652317,0.039587127165393095,0.03740530154638231,0.11824822384645117,0.035017470518826165
uiom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
