,Electricity,Heating,Natural gas,Oil fuel,Wood fuel
2017,0.17137433079999997,0.0746,0.0875244848,0.1000724848,0.0616
2018,0.17137433079999997,0.0746,0.0904008848,0.1038935848,0.0616
2019,0.1743338984,0.07554741999999999,0.0918150406,0.10588271939999999,0.06238232
2020,0.17676212842125,0.076506872234,0.09290306447807999,0.10756056866120002,0.063174575464
2021,0.1779804496312869,0.07747850951137178,0.09316641783489202,0.10851988578441879,0.06397689257239278
2022,0.1807244061941593,0.07846248658216619,0.0965204787098149,0.11258446862406923,0.06478939910806217
2023,0.18276467142978042,0.07945896016175971,0.09732851321086097,0.11411791200326563,0.06561222447673457
2024,0.1846755174740825,0.08046808895581405,0.09798799615066928,0.11551802543092214,0.06644549972758908
2025,0.17741347822010156,0.08149003368555288,0.09812416484933727,0.1169423608208771,0.06728935757412946
2026,0.17741347822010156,0.0825249571133594,0.09803763997071727,0.11839133721307829,0.06814393241532091
2027,0.17741347822010156,0.08357302406869906,0.09795198034101728,0.11986538089686455,0.06900936035699547
2028,0.17741347822010156,0.08463440147437153,0.09786717730783727,0.1213649255363803,0.06988577923352932
2029,0.17741347822010156,0.08570925837309605,0.09778322230351726,0.1228904122981597,0.07077332862979514
2030,0.17910646376404749,0.08679776595443436,0.10017012483520879,0.12444228998091787,0.07167214990339352
2031,0.17910646376404749,0.08790009758205566,0.10008784053796878,0.12602101514758773,0.07258238620716662
2032,0.17910646376404746,0.08901642882134778,0.10000637907950878,0.12762705225964105,0.07350418251199763
2033,0.17910646376404749,0.09014693746737887,0.09992573224004878,0.12926087381373283,0.07443768562989997
2034,0.17910646376404749,0.09129180357321458,0.0998458918667088,0.13092296048071042,0.07538304423739971
2035,0.18472616800330552,0.0924512094785944,0.1066800873058807,0.13261380124702674,0.07634040889921469
2036,0.1847261680033055,0.09362533983897255,0.10660183575848071,0.1343338935586003,0.0773099320922347
2037,0.1847261680033055,0.09481438165492749,0.1065243667270007,0.1360837434671641,0.07829176822980609
2038,0.1847261680033055,0.09601852430194506,0.1064476723796807,0.137863865779146,0.0792860736863246
2039,0.18472616800330552,0.09723795956057975,0.10637174498288071,0.13967478420712526,0.08029300682214092
2040,0.19791706196497363,0.09847288164699912,0.11688029987806346,0.14151703152390854,0.08131272800878211
2041,0.1979170619649737,0.099723487243916,0.11680588343114345,0.14339114971927217,0.08234539965449364
2042,0.19791706196497366,0.10098997553191373,0.11673221115306345,0.14529769015941557,0.0833911862301057
2043,0.19791706196497366,0.10227254822116903,0.11665927559562343,0.14723721374917348,0.08445025429522805
2044,0.19791706196497363,0.10357140958357787,0.11658706939090345,0.1492102910970342,0.08552277252477743
2045,0.20717258929856094,0.1048867664852893,0.11504375071888936,0.1512175026830129,0.0866089117358421
2046,0.20717258929856094,0.10621882841965247,0.11497298141912937,0.153259439029429,0.08770884491488729
2047,0.20717258929856094,0.10756780754058205,0.11490291981432937,0.1553367008746382,0.08882274724530635
2048,0.20717258929856094,0.10893391869634743,0.11483355882646937,0.15744989934976944,0.08995079613532174
2049,0.20717258929856094,0.11031737946379103,0.11476489144442936,0.15959965615852045,0.0910931712462403
2050,0.5406316037121189,0.11171841018298116,0.1174751121806783,0.16178660376006287,0.09225005452106756
