,Electricity,Natural gas,Oil fuel,Wood fuel
2020,38.99302728551144,125.99935138537198,36.34524055231838,72.19341658684618
2025,39.61509072452451,114.56936471327316,23.59325650917507,78.89372218869387
2030,41.34421761372044,101.28325484971438,12.445562396559405,81.21677960413561
2035,45.127424321066826,85.85823080221336,3.968096670744357,81.90346143074524
2040,49.02228125434116,70.46411880574456,0.0,80.52861347301624
2045,52.17400281307422,56.37330186400775,0.0,77.28183410666755
2050,55.41301253015085,46.051489160654874,0.0,73.98110391810523
