,hour,elec_spot_price_2020,CH4_spot_price_2020,hour,elec_spot_price_2025,CH4_spot_price_2025,hour,elec_spot_price_2030,CH4_spot_price_2030,hour,elec_spot_price_2035,CH4_spot_price_2035,hour,elec_spot_price_2040,CH4_spot_price_2040,hour,elec_spot_price_2045,CH4_spot_price_2045,hour,elec_spot_price_2050,CH4_spot_price_2050
0,0,34.75000000000001,13.9,0,32.51770214875114,22.499999999999996,0,42.681972047869884,77.3506841446653,0,27.48615939521581,74.85427632433353,0,14.257384046306623,79.73990852245218,0,7.407407407407407,78.82758620689657,0,7.407407407407407,91.56956729934707
1,1,30.10612952133421,13.9,1,32.51770214875114,22.499999999999996,1,42.681972047869884,77.3506841446653,1,27.48615939521581,74.85427632433353,1,14.257384046306623,79.73990852245215,1,7.407407407407407,78.82758620689657,1,7.407407407407407,91.56956729934707
2,2,30.10612952133421,13.9,2,32.51770214875114,22.499999999999996,2,42.681972047869884,77.3506841446653,2,27.48615939521581,74.85427632433353,2,11.548481077508365,79.73990852245218,2,6.0,78.82758620689657,2,6.0,91.56956729934707
3,3,24.385964912280706,13.9,3,32.51770214875114,22.499999999999996,3,42.681972047869884,77.3506841446653,3,27.48615939521581,74.85427632433353,3,11.548481077508365,79.73990852245215,3,6.0,79.96564183404207,3,6.0,91.56956729934707
4,4,24.385964912280706,13.9,4,32.51770214875114,22.499999999999996,4,42.681972047869884,77.3506841446653,4,27.48615939521581,74.85427632433353,4,11.548481077508365,79.73990852245218,4,6.0,79.96564183404207,4,6.0,91.56956729934707
5,5,24.385964912280706,13.9,5,32.51770214875114,22.499999999999996,5,42.681972047869884,77.3506841446653,5,27.48615939521581,74.85427632433353,5,11.548481077508365,79.73990852245218,5,6.0,79.96564183404209,5,6.0,93.56956729934706
6,6,24.385964912280706,13.9,6,32.51770214875114,22.499999999999996,6,42.681972047869884,77.3506841446653,6,27.48615939521581,74.85427632433353,6,11.548481077508365,79.73990852245215,6,6.0,79.96564183404207,6,6.0,93.56956729934707
7,7,24.385964912280706,13.9,7,32.51770214875114,22.499999999999996,7,42.681972047869884,77.3506841446653,7,27.48615939521581,74.85427632433353,7,11.548481077508365,79.73990852245218,7,7.017543859649122,79.96564183404207,7,6.0,93.56956729934706
8,8,24.385964912280706,13.9,8,32.51770214875114,22.499999999999996,8,42.681972047869884,77.3506841446653,8,27.48615939521581,74.85427632433353,8,11.548481077508365,79.73990852245215,8,6.0,79.96564183404209,8,6.0,93.56956729934706
9,9,24.385964912280706,13.9,9,32.51770214875114,22.499999999999996,9,42.681972047869884,77.3506841446653,9,27.48615939521581,74.85427632433354,9,11.548481077508365,79.73990852245218,9,6.0,79.96564183404209,9,6.0,93.56956729934707
10,10,24.385964912280706,13.9,10,32.51770214875114,22.499999999999996,10,42.681972047869884,77.3506841446653,10,27.48615939521581,74.85427632433353,10,11.548481077508365,79.73990852245215,10,6.0,79.96564183404207,10,6.0,91.56956729934707
11,11,24.385964912280706,13.9,11,32.51770214875114,22.499999999999996,11,42.681972047869884,77.3506841446653,11,27.48615939521581,74.85427632433353,11,11.548481077508365,79.73990852245218,11,6.0,78.82758620689657,11,6.0,91.56956729934707
