,2020,2025,2030,2035,2040,2045,2050
Emission content Gas (gCO2/kWh),229.5,229.5,201.5718193215555,180.4614641452268,136.8308993352013,90.38144429548085,48.5208048864871
Emission content District heating (gCO2/kWh),229.09930163178026,229.33795428238238,201.49918764018489,180.4172300779589,112.25173958520341,70.5052308851212,37.14691506423115
Emission content Electricity heating (gCO2/kWh),32.811456143709314,0.0,0.025549353663307933,3.2643243254403003,13.526600246296091,13.480844187116245,9.778296862541662
Emission content Electricity heating daily (gCO2/kWh),33.23979862010597,0.0,0.027134595794470816,3.222332883219651,13.339745090718981,13.297691461419573,9.616587577459969
