,Electricity,Natural gas,Oil fuel,Wood fuel
2020,39.48750434368715,132.71967047262655,37.98057551693215,71.20977355383972
2025,40.71839797760024,135.02816449090366,26.148479468390704,71.19537527062676
2030,53.75284581761423,101.61600890539403,15.46800302730969,86.51984574840405
2035,67.6969397838318,68.37761685167345,5.562239092405292,99.94445786996867
2040,79.50489362604715,35.47579234311827,0.0,110.28790935585725
2045,89.29016541962233,3.308609614533897,0.0,117.3153296742794
2050,88.42685879160595,3.3688141012786454,0.0,113.83816367440276
