,Electricity,Natural gas,Oil fuel,Wood fuel
2020,39.48750434368715,132.71967047262655,37.98057551693215,71.20977355383972
2025,40.71839797760024,135.02816449090366,26.148479468390704,71.19537527062676
2030,53.70790008454174,101.61585581943599,15.46795054778452,86.54560737315187
2035,67.71609412678465,68.37736485745158,5.562185923069583,99.96077397462794
2040,79.7128080305881,35.475962856024076,0.0,110.23464558321704
2045,89.56475617692828,3.308609614533897,0.0,117.19431923846778
2050,88.69075619225728,3.3688141012786454,0.0,113.69672357953026
