,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,624,81.04,18.020719250384175,56.1191629683342,0,2006-01-27 00:00:00,2020
1,625,77.124,18.020719250384175,56.1191629683342,0,2006-01-27 01:00:00,2020
2,626,77.035,18.020719250384175,56.1191629683342,0,2006-01-27 02:00:00,2020
3,627,74.432,18.020719250384175,56.1191629683342,0,2006-01-27 03:00:00,2020
4,628,71.978,18.020719250384175,56.1191629683342,0,2006-01-27 04:00:00,2020
5,629,72.132,18.020719250384175,56.1191629683342,0,2006-01-27 05:00:00,2020
6,630,75.68900000000001,18.020719250384175,56.1191629683342,0,2006-01-27 06:00:00,2020
7,631,82.54,18.020719250384175,56.1191629683342,0,2006-01-27 07:00:00,2020
8,632,87.392,18.020719250384175,56.1191629683342,0,2006-01-27 08:00:00,2020
9,633,87.221,18.020719250384175,56.1191629683342,0,2006-01-27 09:00:00,2020
10,634,87.165,18.020719250384175,56.1191629683342,0,2006-01-27 10:00:00,2020
11,635,86.44200000000001,18.020719250384175,56.1191629683342,0,2006-01-27 11:00:00,2020
12,636,86.137,18.020719250384175,56.1191629683342,0,2006-01-27 12:00:00,2020
13,637,84.897,18.020719250384175,56.1191629683342,0,2006-01-27 13:00:00,2020
14,638,82.277,18.020719250384175,56.1191629683342,0,2006-01-27 14:00:00,2020
15,639,79.581,18.020719250384175,56.1191629683342,0,2006-01-27 15:00:00,2020
16,640,77.749,18.020719250384175,56.1191629683342,0,2006-01-27 16:00:00,2020
17,641,77.283,18.020719250384175,56.1191629683342,0,2006-01-27 17:00:00,2020
18,642,80.433,18.020719250384175,56.1191629683342,0,2006-01-27 18:00:00,2020
19,643,83.28,18.020719250384175,56.1191629683342,0,2006-01-27 19:00:00,2020
20,644,80.369,18.020719250384175,56.1191629683342,0,2006-01-27 20:00:00,2020
21,645,75.82900000000001,18.020719250384175,56.1191629683342,0,2006-01-27 21:00:00,2020
22,646,72.731,18.020719250384175,56.1191629683342,0,2006-01-27 22:00:00,2020
23,647,75.166,18.020719250384175,56.1191629683342,0,2006-01-27 23:00:00,2020
0,624,71.14728991699334,18.774205555183247,57.211861624176144,0,2006-01-27 00:00:00,2025
1,625,68.4167058963024,18.774205555183247,57.211861624176144,0,2006-01-27 01:00:00,2025
2,626,63.85144106913654,18.774205555183247,57.211861624176144,0,2006-01-27 02:00:00,2025
3,627,62.013704836205065,18.774205555183247,57.211861624176144,0,2006-01-27 03:00:00,2025
4,628,60.95890353550375,18.774205555183247,57.211861624176144,0,2006-01-27 04:00:00,2025
5,629,60.86079137059535,18.774205555183247,57.211861624176144,0,2006-01-27 05:00:00,2025
6,630,60.32507168789182,18.774205555183247,57.211861624176144,0,2006-01-27 06:00:00,2025
7,631,61.12829560983094,18.774205555183247,57.211861624176144,0,2006-01-27 07:00:00,2025
8,632,62.68786285510548,18.774205555183247,57.211861624176144,0,2006-01-27 08:00:00,2025
9,633,66.35597649431674,18.774205555183247,57.211861624176144,0,2006-01-27 09:00:00,2025
10,634,68.31281164869576,18.774205555183247,57.211861624176144,0,2006-01-27 10:00:00,2025
11,635,70.76894065524739,18.774205555183247,57.211861624176144,0,2006-01-27 11:00:00,2025
12,636,74.01856275941684,18.774205555183247,57.211861624176144,0,2006-01-27 12:00:00,2025
13,637,76.28876907044703,18.774205555183247,57.211861624176144,0,2006-01-27 13:00:00,2025
14,638,76.14203183613739,18.774205555183247,57.211861624176144,0,2006-01-27 14:00:00,2025
15,639,73.97894506391589,18.774205555183247,57.211861624176144,0,2006-01-27 15:00:00,2025
16,640,70.62380789120249,18.774205555183247,57.211861624176144,0,2006-01-27 16:00:00,2025
17,641,67.8580890645018,18.774205555183247,57.211861624176144,0,2006-01-27 17:00:00,2025
18,642,72.15882415711485,18.774205555183247,57.211861624176144,0,2006-01-27 18:00:00,2025
19,643,75.43319601899587,18.774205555183247,57.211861624176144,0,2006-01-27 19:00:00,2025
20,644,75.24197670517302,18.774205555183247,57.211861624176144,0,2006-01-27 20:00:00,2025
21,645,73.25650336193956,18.774205555183247,57.211861624176144,0,2006-01-27 21:00:00,2025
22,646,71.43837167758379,18.774205555183247,57.211861624176144,0,2006-01-27 22:00:00,2025
23,647,71.2989808137558,18.774205555183247,57.211861624176144,0,2006-01-27 23:00:00,2025
0,624,79.02000242607028,25.174257579360873,43.436534092261,0,2006-01-27 00:00:00,2030
1,625,76.21065349511015,25.174257579360873,43.436534092261,0,2006-01-27 01:00:00,2030
2,626,71.6352466400934,25.174257579360873,43.436534092261,0,2006-01-27 02:00:00,2030
3,627,69.81014523604786,25.174257579360873,43.436534092261,0,2006-01-27 03:00:00,2030
4,628,68.77451684299848,25.174257579360873,43.436534092261,0,2006-01-27 04:00:00,2030
5,629,68.70356663906807,25.174257579360873,43.436534092261,0,2006-01-27 05:00:00,2030
6,630,68.21933584405839,25.174257579360873,43.436534092261,0,2006-01-27 06:00:00,2030
7,631,69.0684410495949,25.174257579360873,43.436534092261,0,2006-01-27 07:00:00,2030
8,632,70.71378312096142,25.174257579360873,43.436534092261,0,2006-01-27 08:00:00,2030
9,633,74.32858438157682,25.174257579360873,43.436534092261,0,2006-01-27 09:00:00,2030
10,634,76.2457980008438,25.174257579360873,43.436534092261,0,2006-01-27 10:00:00,2030
11,635,78.63849367153311,25.174257579360873,43.436534092261,0,2006-01-27 11:00:00,2030
12,636,81.83130868700164,25.174257579360873,43.436534092261,0,2006-01-27 12:00:00,2030
13,637,84.03652907181025,25.174257579360873,43.436534092261,0,2006-01-27 13:00:00,2030
14,638,83.9165477436193,25.174257579360873,43.436534092261,0,2006-01-27 14:00:00,2030
15,639,81.7633788855506,25.174257579360873,43.436534092261,0,2006-01-27 15:00:00,2030
16,640,78.46416767361711,25.174257579360873,43.436534092261,0,2006-01-27 16:00:00,2030
17,641,75.78727815081108,25.174257579360873,43.436534092261,0,2006-01-27 17:00:00,2030
18,642,80.17989006243586,25.174257579360873,43.436534092261,0,2006-01-27 18:00:00,2030
19,643,83.50958659115533,25.174257579360873,43.436534092261,0,2006-01-27 19:00:00,2030
20,644,83.34475172558464,25.174257579360873,43.436534092261,0,2006-01-27 20:00:00,2030
21,645,81.31471695992737,25.174257579360873,43.436534092261,0,2006-01-27 21:00:00,2030
22,646,79.45342127827406,25.174257579360873,43.436534092261,0,2006-01-27 22:00:00,2030
23,647,79.25690386039287,25.174257579360873,43.436534092261,0,2006-01-27 23:00:00,2030
0,624,89.97339873379697,32.36007892738007,29.56481427365404,0,2006-01-27 00:00:00,2035
1,625,86.96521766762476,32.36007892738007,29.56481427365404,0,2006-01-27 01:00:00,2035
2,626,82.20446110304754,32.36007892738007,29.56481427365404,0,2006-01-27 02:00:00,2035
3,627,80.32497691567823,32.36007892738007,29.56481427365404,0,2006-01-27 03:00:00,2035
4,628,79.2725596922097,32.36007892738007,29.56481427365404,0,2006-01-27 04:00:00,2035
5,629,79.23075771448484,32.36007892738007,29.56481427365404,0,2006-01-27 05:00:00,2035
