,2020,2025,2030,2035,2040,2045,2050
offshore_f,0.0,0.0,0.0,0.0,0.0,0.9420566542880819,121.32790786460458
offshore_g,0.0,0.0,0.0,23.473497514333854,39.122495857222916,54.771494200112414,70.42049254300137
onshore,25.672679102256538,32.99567158507232,64.3323436235012,93.01366041654086,119.75153221823733,146.77384946463263,171.80504859813507
pv_g,9.524232366375484,19.4089373403108,34.1136857993546,57.45472381917931,88.51925556522829,108.50701863613588,105.94742570412919
pv_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864,36.685589196542864
lake,15.302186369999927,15.302186369999607,15.302186369999617,15.302186369999657,15.30218636999975,15.302186369999687,15.302186369999728
nuclear,377.1732627930435,377.16903622457363,364.90104746777,320.13223768713186,285.0685319362507,275.9787128568823,162.51265398503716
methanization,0.0,0.0,4.0603074529673595,12.13546637120036,32.49999999999497,39.24999999999382,46.00000000000614
pyrogazification,0.0,0.0,0.0,0.0,0.0,0.0,16.092414206046556
natural_gas,154.14703483161063,130.6066937127995,95.78778319918386,72.89532672864746,47.982849256606414,30.549060467736556,17.47523156889336
