,hour,elec_demand,heat_elec,heat_gas,nb_year,date,year
0,631,82.54,24.927660915225136,78.11787437946433,0,2006-01-27 07:00:00,2020
0,631,67.20723392510709,26.1336939747585,79.63891089919709,0,2006-01-27 07:00:00,2025
0,631,75.69057263377425,34.99323772175002,60.46349751291842,0,2006-01-27 07:00:00,2030
0,631,87.94621028373378,45.01516831998372,41.15384772702678,0,2006-01-27 07:00:00,2035
0,631,99.3273786282879,54.12731026005581,21.900781403285077,0,2006-01-27 07:00:00,2040
0,631,109.71620015503402,61.79590549176452,2.867472877415934,0,2006-01-27 07:00:00,2045
0,631,113.37464230192401,62.734121343617105,2.919650303269056,0,2006-01-27 07:00:00,2050
