,Consumption saving insulation (TWh/year),Consumption saving heater (TWh/year)
2019,1.842519511093932,0.12234704609950399
2020,1.8709599715126943,0.20908828237026691
2021,2.043259623762,0.5425305794572219
2022,1.975157293120432,0.6318608048969212
2023,1.613957730935945,0.7272464829438414
2024,3.1800850907605227,0.7481015137650261
2025,3.370902317015777,1.4705719590549755
2026,3.333234722225181,1.5765971340738791
2027,3.084250944373933,1.674802690267918
2028,3.3114747837476433,1.763734065967803
2029,3.045408374622896,1.8594197060746402
2030,2.828631252188747,1.9309996752737824
2031,2.6137439362184898,2.0046802848505556
2032,2.4161576737134745,2.0720522493967013
2033,2.234324821023636,2.1329089436850728
2034,2.5302121829354314,2.1870444951789407
2035,2.326912394941951,2.1529888500384775
2036,2.1133831211984875,2.154153064371044
2037,1.9208413513138372,2.1490901184202325
2038,1.7588643123718228,1.5797887793354555
2039,1.6145609787632131,1.307071424933874
2040,1.5019332557168645,1.1984883150369097
2041,1.3779446358669654,1.1422623754675931
2042,1.2672984774321625,1.084419103811565
2043,1.1608917947119117,1.0464589818392052
2044,1.0621491991645924,0.9775551681375022
2045,0.973866668030782,0.5979419109717544
2046,0.8886113711808921,0.5949513883292713
2047,0.8080737044613715,0.5914602591420353
2048,0.7317179444064262,0.5875472430811268
2049,0.6595481155579872,0.5861970715313557
