,Average electricity price,Average CH4 price,Average H2 price,LCOE electricity,LCOE electricity value,LCOE electricity volume,LCOE CH4,LCOE CH4 value,LCOE CH4 volume,LCOE H2,LCOE H2 value,LCOE H2 volume,LCOE CH4 noSCC,LCOE CH4 volume noSCC
2020,21.645776462951677,13.90000000000011,,42.21752495954417,,,13.900000000000002,15.111143944620347,15.111143944620359,13.900000000000002,,,13.900000000000002,15.111143944620359
2025,32.56590236201556,22.499999999999613,50.37367909717815,42.493941576329185,42.495033039370924,42.49478176647508,22.5,25.18086714813199,25.18086714813199,22.5,106.31484971696825,106.33980521955633,22.5,25.18086714813199
2030,47.94911511985878,78.84817066183267,65.06679558442092,41.48310713446327,41.68021003333041,41.48891511451028,29.571069117945513,32.07957423080627,32.079586270558075,29.571069117945513,68.41283279443148,73.16365637173703,29.571069117945513,32.079586270558075
2035,69.13325326452477,74.7628183893284,66.42648685760939,44.09046585759466,44.37152189577869,42.97939798509594,36.751635771273236,41.0017548493616,43.07572097156601,36.751635771273236,46.626599139228134,72.65969136276533,36.751635771273236,43.07572097156601
2040,66.94366639201296,79.57616737886849,57.59128959220516,47.861666480853025,48.67334594748488,46.2991359001367,43.94387785544572,52.61838266268375,66.41929803450321,43.94387785544572,40.968755047170966,74.46864309982767,43.94387785544572,66.41929803450321
2045,67.83790631270865,79.81335040096981,53.286773939773,50.600717741012666,52.60868195199174,49.64214014010974,47.45102924499128,81.16446120868461,283.21298851496005,47.45102924499128,38.53450876667924,73.62351737309866,47.45102924499128,283.21298851496005
2050,73.42273986647398,88.87940490745751,53.96765305034625,54.00219157007047,58.07146025077291,54.18891047172214,55.71204039694089,87.04242124039855,340.9828653875456,55.71204039694089,39.843410029015,81.61450464334513,55.71204039694089,340.9828653875456
